trip_id,client_type,budget_total,destination,saison,duree_jours,type_hebergement,prix_vol,meteo_prevue,activite_principale,satisfaction_client,imprevus,reorganisation_necessaire,respect_budget,retour_client,budget_par_jour,part_vol_budget,sejour_long,meteo_risque,client_business,hebergement_luxe,region_destination,distance_vol_categorie,destination_luxe,imprevu_present,imprevu_transport,imprevu_meteo,budget_non_respecte,gravite_imprevu,budget_tendu
382,solo,3508.79,tokyo,automne,11,resort,649.12,nuageux,gastronomie,3,aucun,0,1,séjour mitigé.,318.9809090909091,0.1849982472590266,0.0,0.0,0.0,1.0,asie,long,1.0,0.0,0.0,0.0,0.0,0,0.0
383,business,3683.46,paris,hiver,4,appartement,1236.01,pluie,business,2,retard_vol,1,0,séjour mitigé.,920.865,0.33555678628246266,0.0,1.0,1.0,0.0,europe,court,1.0,1.0,1.0,0.0,1.0,2,0.0
384,solo,4804.52,new york,printemps,6,appartement,996.49,variable,randonnée,2,météo,0,1,séjour mitigé.,800.7533333333334,0.2074067752866051,0.0,1.0,0.0,0.0,amerique du nord,long,1.0,1.0,0.0,1.0,0.0,1,0.0
385,couple,12099.92,new york,printemps,14,hôtel,1271.38,nuageux,plage,2,retard_vol,1,1,séjour mitigé.,864.28,0.10507342197303784,1.0,0.0,0.0,0.0,amerique du nord,long,1.0,1.0,1.0,0.0,0.0,2,0.0
386,business,6389.41,paris,printemps,7,appartement,1195.16,variable,culture,4,aucun,0,1,excellent séjour.,912.7728571428571,0.18705326469893152,0.0,1.0,1.0,0.0,europe,court,1.0,0.0,0.0,0.0,0.0,0,0.0
387,business,3605.06,rome,hiver,7,hôtel,1121.69,ensoleillé,business,2,météo,0,0,séjour mitigé.,515.0085714285714,0.3111432264650242,0.0,0.0,1.0,0.0,europe,court,1.0,1.0,0.0,1.0,1.0,1,0.0
388,senior,19262.78,new york,printemps,21,appartement,1055.68,pluie,plage,1,bagages,1,0,séjour mitigé.,917.275238095238,0.05480413522866378,1.0,1.0,0.0,0.0,amerique du nord,long,1.0,1.0,1.0,0.0,1.0,1,0.0
389,couple,8080.75,rome,hiver,16,hôtel,1359.51,pluie,gastronomie,2,annulation,1,0,séjour mitigé.,505.046875,0.1682405717291093,1.0,1.0,0.0,0.0,europe,court,1.0,1.0,1.0,0.0,1.0,3,0.0
390,senior,6177.64,tokyo,été,16,resort,686.65,ensoleillé,culture,1,retard_vol,1,0,séjour mitigé.,386.1025,0.1111508601990404,1.0,0.0,0.0,1.0,asie,long,1.0,1.0,1.0,0.0,1.0,2,0.0
391,couple,5065.55,dubaï,automne,9,villa,1157.88,pluie,randonnée,4,météo,1,0,excellent séjour.,562.838888888889,0.2285793250486127,0.0,1.0,0.0,1.0,inconnu,inconnu,,1.0,0.0,1.0,1.0,1,0.0
392,solo,5076.0,rome,printemps,12,appartement,1327.01,variable,randonnée,3,météo,1,1,séjour mitigé.,423.0,0.26142828999211976,0.0,1.0,0.0,0.0,europe,court,1.0,1.0,0.0,1.0,0.0,1,0.0
393,famille,8544.16,dubaï,printemps,14,hôtel,1369.3,nuageux,plage,3,retard_vol,1,0,séjour mitigé.,610.2971428571428,0.16026151195670493,1.0,0.0,0.0,0.0,inconnu,inconnu,,1.0,1.0,0.0,1.0,2,0.0
394,business,1617.74,lisbonne,printemps,3,hôtel,836.16,ensoleillé,business,3,météo,1,1,séjour mitigé.,539.2466666666667,0.5168692126052394,0.0,0.0,1.0,0.0,europe,court,0.0,1.0,0.0,1.0,0.0,1,1.0
395,famille,6319.31,lisbonne,printemps,11,hôtel,841.03,ensoleillé,gastronomie,3,retard_vol,1,1,séjour mitigé.,574.4827272727273,0.13308889736379445,0.0,0.0,0.0,0.0,europe,court,0.0,1.0,1.0,0.0,0.0,2,0.0
397,solo,3605.5,dubaï,automne,7,appartement,1033.88,variable,plage,2,météo,0,0,séjour mitigé.,515.0714285714286,0.286750797392872,0.0,1.0,0.0,0.0,inconnu,inconnu,,1.0,0.0,1.0,1.0,1,0.0
398,famille,4538.66,rome,printemps,10,appartement,1009.94,ensoleillé,plage,2,météo,1,0,séjour mitigé.,453.866,0.22251942203205352,0.0,0.0,0.0,0.0,europe,court,1.0,1.0,0.0,1.0,1.0,1,0.0
399,business,6632.61,paris,été,7,hôtel,1090.41,ensoleillé,business,4,annulation,1,0,excellent séjour.,947.5157142857142,0.16440134426718894,0.0,0.0,1.0,0.0,europe,court,1.0,1.0,1.0,0.0,1.0,3,0.0
400,solo,2508.05,lisbonne,printemps,4,appartement,876.0,variable,culture,2,météo,1,0,séjour mitigé.,627.0125,0.3492753334263671,0.0,1.0,0.0,0.0,europe,court,0.0,1.0,0.0,1.0,1.0,1,0.0
401,couple,5103.08,dubaï,été,8,villa,1382.37,variable,gastronomie,3,météo,1,1,séjour mitigé.,637.885,0.2708893452581578,0.0,1.0,0.0,1.0,inconnu,inconnu,,1.0,0.0,1.0,0.0,1,0.0
402,solo,3819.38,sydney,printemps,7,appartement,1456.8,variable,randonnée,3,annulation,1,1,séjour mitigé.,545.6257142857143,0.38142316292173073,0.0,1.0,0.0,0.0,oceanie,long,1.0,1.0,1.0,0.0,0.0,3,0.0
403,business,5205.13,new york,hiver,6,appartement,1251.84,ensoleillé,business,4,météo,1,0,excellent séjour.,867.5216666666666,0.24050119785672977,0.0,0.0,1.0,0.0,amerique du nord,long,1.0,1.0,0.0,1.0,1.0,1,0.0
404,famille,5659.77,tokyo,automne,19,resort,732.08,nuageux,plage,2,retard_vol,1,0,séjour mitigé.,297.8826315789474,0.12934801237506116,1.0,0.0,0.0,1.0,asie,long,1.0,1.0,1.0,0.0,1.0,2,0.0
405,couple,3729.53,lisbonne,printemps,6,appartement,902.39,variable,culture,2,météo,1,1,séjour mitigé.,621.5883333333334,0.2419581019592281,0.0,1.0,0.0,0.0,europe,court,0.0,1.0,0.0,1.0,0.0,1,0.0
406,famille,4489.48,rome,été,11,appartement,1087.7,variable,plage,3,retard_vol,1,0,séjour mitigé.,408.1345454545454,0.24227750207150942,0.0,1.0,0.0,0.0,europe,court,1.0,1.0,1.0,0.0,1.0,2,0.0
407,solo,11560.81,new york,été,13,hôtel,1106.07,nuageux,randonnée,3,bagages,1,0,séjour mitigé.,889.2930769230769,0.09567409204026361,0.0,0.0,0.0,0.0,amerique du nord,long,1.0,1.0,1.0,0.0,1.0,1,0.0
408,senior,8370.35,lisbonne,été,13,appartement,865.79,pluie,plage,2,retard_vol,1,1,séjour mitigé.,643.873076923077,0.10343534021874831,0.0,1.0,0.0,0.0,europe,court,0.0,1.0,1.0,0.0,0.0,2,0.0
409,solo,4236.71,dubaï,été,8,appartement,1384.71,variable,culture,4,aucun,0,1,excellent séjour.,529.58875,0.32683615352478695,0.0,1.0,0.0,0.0,inconnu,inconnu,,0.0,0.0,0.0,0.0,0,0.0
410,business,6694.38,new york,hiver,7,villa,971.52,nuageux,business,2,météo,1,1,séjour mitigé.,956.34,0.14512471655328799,0.0,0.0,1.0,1.0,amerique du nord,long,1.0,1.0,0.0,1.0,0.0,1,0.0
411,senior,4430.77,tokyo,automne,11,appartement,808.5,ensoleillé,plage,2,retard_vol,1,1,séjour mitigé.,402.79727272727274,0.18247392665383216,0.0,0.0,0.0,0.0,asie,long,1.0,1.0,1.0,0.0,0.0,2,0.0
412,famille,9655.5,new york,automne,12,villa,1364.16,nuageux,plage,2,retard_vol,0,1,séjour mitigé.,804.625,0.1412832064626379,0.0,0.0,0.0,1.0,amerique du nord,long,1.0,1.0,1.0,0.0,0.0,2,0.0
413,couple,3940.96,sydney,automne,6,hôtel,1173.37,nuageux,plage,2,aucun,0,0,séjour mitigé.,656.8266666666667,0.2977370995899476,0.0,0.0,0.0,0.0,oceanie,long,1.0,0.0,0.0,0.0,1.0,0,0.0
414,business,1671.46,sydney,automne,3,villa,1264.7,pluie,culture,3,météo,1,1,séjour mitigé.,557.1533333333333,0.7566438921661303,0.0,1.0,1.0,1.0,oceanie,long,1.0,1.0,0.0,1.0,0.0,1,1.0
415,solo,6030.66,rome,automne,14,villa,1412.74,pluie,plage,2,météo,0,0,séjour mitigé.,430.76142857142855,0.23425960011010405,1.0,1.0,0.0,1.0,europe,court,1.0,1.0,0.0,1.0,1.0,1,0.0
416,famille,5701.19,sydney,printemps,9,resort,1121.04,ensoleillé,plage,2,retard_vol,1,0,séjour mitigé.,633.4655555555555,0.1966326328363026,0.0,0.0,0.0,1.0,oceanie,long,1.0,1.0,1.0,0.0,1.0,2,0.0
417,couple,4795.89,rome,automne,12,villa,1323.25,nuageux,culture,5,aucun,0,1,excellent séjour.,399.6575,0.2759133341256784,0.0,0.0,0.0,1.0,europe,court,1.0,0.0,0.0,0.0,0.0,0,0.0
419,solo,4765.44,paris,automne,6,hôtel,1240.02,pluie,gastronomie,3,météo,1,0,séjour mitigé.,794.2399999999999,0.26021101933924257,0.0,1.0,0.0,0.0,europe,court,1.0,1.0,0.0,1.0,1.0,1,0.0
420,couple,6939.67,dubaï,été,14,hôtel,1167.62,nuageux,culture,3,bagages,1,1,séjour mitigé.,495.6907142857143,0.16825295727318446,1.0,0.0,0.0,0.0,inconnu,inconnu,,1.0,1.0,0.0,0.0,1,0.0
421,solo,2058.48,dubaï,été,4,villa,1325.63,pluie,plage,1,annulation,1,1,séjour mitigé.,514.62,0.6439848820488905,0.0,1.0,0.0,1.0,inconnu,inconnu,,1.0,1.0,0.0,0.0,3,1.0
422,business,5757.92,new york,été,6,villa,1192.0,variable,gastronomie,4,retard_vol,0,1,excellent séjour.,959.6533333333333,0.20701920137827548,0.0,1.0,1.0,1.0,amerique du nord,long,1.0,1.0,1.0,0.0,0.0,2,0.0
423,business,3619.35,bali,été,6,villa,1505.88,nuageux,business,2,aucun,0,0,séjour mitigé.,603.225,0.4160636578391148,0.0,0.0,1.0,1.0,asie,long,1.0,0.0,0.0,0.0,1.0,0,0.0
424,famille,4486.98,rome,hiver,10,appartement,1464.43,ensoleillé,culture,2,annulation,1,0,séjour mitigé.,448.698,0.32637319533405545,0.0,0.0,0.0,0.0,europe,court,1.0,1.0,1.0,0.0,1.0,3,0.0
425,couple,8871.71,new york,hiver,12,villa,1467.38,nuageux,plage,4,aucun,0,1,excellent séjour.,739.3091666666666,0.16539990599332036,0.0,0.0,0.0,1.0,amerique du nord,long,1.0,0.0,0.0,0.0,0.0,0,0.0
426,solo,12444.69,new york,printemps,13,villa,981.48,pluie,plage,2,météo,1,1,séjour mitigé.,957.2838461538462,0.07886737234917061,0.0,1.0,0.0,1.0,amerique du nord,long,1.0,1.0,0.0,1.0,0.0,1,0.0
427,business,5808.18,new york,été,7,villa,1254.28,pluie,culture,1,météo,1,1,séjour mitigé.,829.74,0.2159506075913625,0.0,1.0,1.0,1.0,amerique du nord,long,1.0,1.0,0.0,1.0,0.0,1,0.0
428,couple,6750.35,rome,printemps,14,hôtel,1315.42,pluie,culture,3,météo,1,1,séjour mitigé.,482.16785714285714,0.19486693282570533,1.0,1.0,0.0,0.0,europe,court,1.0,1.0,0.0,1.0,0.0,1,0.0
429,couple,9905.5,lisbonne,automne,15,appartement,1202.23,pluie,culture,1,aucun,0,1,séjour mitigé.,660.3666666666667,0.12136994598960174,1.0,1.0,0.0,0.0,europe,court,0.0,0.0,0.0,0.0,0.0,0,0.0
430,couple,5883.48,lisbonne,hiver,12,appartement,795.25,pluie,randonnée,2,météo,1,0,séjour mitigé.,490.28999999999996,0.13516660207904166,0.0,1.0,0.0,0.0,europe,court,0.0,1.0,0.0,1.0,1.0,1,0.0
431,senior,6692.56,dubaï,automne,13,villa,1154.41,variable,gastronomie,1,météo,1,1,séjour mitigé.,514.8123076923077,0.17249154284758,0.0,1.0,0.0,1.0,inconnu,inconnu,,1.0,0.0,1.0,0.0,1,0.0
432,couple,5363.78,new york,hiver,6,resort,1009.43,pluie,culture,2,météo,1,0,séjour mitigé.,893.9633333333333,0.18819377379385432,0.0,1.0,0.0,1.0,amerique du nord,long,1.0,1.0,0.0,1.0,1.0,1,0.0
433,senior,8306.45,rome,automne,16,hôtel,872.36,nuageux,plage,3,retard_vol,1,0,séjour mitigé.,519.153125,0.10502200097514582,1.0,0.0,0.0,0.0,europe,court,1.0,1.0,1.0,0.0,1.0,2,0.0
434,solo,7256.75,bali,hiver,9,hôtel,1139.16,pluie,randonnée,2,bagages,1,1,séjour mitigé.,806.3055555555555,0.1569793640403762,0.0,1.0,0.0,0.0,asie,long,1.0,1.0,1.0,0.0,0.0,1,0.0
435,business,1965.75,rome,automne,4,appartement,1134.44,nuageux,business,3,météo,1,1,séjour mitigé.,491.4375,0.5771028869388275,0.0,0.0,1.0,0.0,europe,court,1.0,1.0,0.0,1.0,0.0,1,1.0
436,solo,3432.83,lisbonne,printemps,5,villa,925.39,variable,culture,2,météo,1,1,séjour mitigé.,686.566,0.2695705875327354,0.0,1.0,0.0,1.0,europe,court,0.0,1.0,0.0,1.0,0.0,1,0.0
437,famille,8739.18,rome,automne,19,appartement,1345.84,variable,plage,3,météo,1,1,séjour mitigé.,459.95684210526315,0.1540007186028895,1.0,1.0,0.0,0.0,europe,court,1.0,1.0,0.0,1.0,0.0,1,0.0
438,solo,2188.04,lisbonne,hiver,4,hôtel,1159.66,variable,randonnée,3,annulation,1,1,séjour mitigé.,547.01,0.5299994515639568,0.0,1.0,0.0,0.0,europe,court,0.0,1.0,1.0,0.0,0.0,3,1.0
439,business,1513.49,tokyo,printemps,5,resort,857.0,ensoleillé,business,2,retard_vol,1,1,séjour mitigé.,302.698,0.5662409398146007,0.0,0.0,1.0,1.0,asie,long,1.0,1.0,1.0,0.0,0.0,2,1.0
440,famille,5362.25,rome,été,11,villa,1169.43,ensoleillé,gastronomie,3,bagages,1,0,séjour mitigé.,487.47727272727275,0.21808569164063593,0.0,0.0,0.0,1.0,europe,court,1.0,1.0,1.0,0.0,1.0,1,0.0
441,senior,16259.62,paris,hiver,16,appartement,1057.42,pluie,plage,3,aucun,0,0,séjour mitigé.,1016.22625,0.0650335001679006,1.0,1.0,0.0,0.0,europe,court,1.0,0.0,0.0,0.0,1.0,0,0.0
442,solo,10620.33,sydney,été,16,villa,1280.84,variable,randonnée,1,météo,1,1,séjour mitigé.,663.770625,0.12060265547304085,1.0,1.0,0.0,1.0,oceanie,long,1.0,1.0,0.0,1.0,0.0,1,0.0
443,couple,6637.07,new york,automne,7,villa,889.5,variable,business,2,annulation,1,0,séjour mitigé.,948.1528571428571,0.1340199817087962,0.0,1.0,0.0,1.0,amerique du nord,long,1.0,1.0,1.0,0.0,1.0,3,0.0
444,senior,12226.8,new york,automne,14,appartement,1413.85,nuageux,culture,1,météo,1,0,séjour mitigé.,873.342857142857,0.11563532567801878,1.0,0.0,0.0,0.0,amerique du nord,long,1.0,1.0,0.0,1.0,1.0,1,0.0
445,couple,4008.89,lisbonne,printemps,7,appartement,1065.08,nuageux,plage,3,aucun,0,1,séjour mitigé.,572.6985714285714,0.26567952725068533,0.0,0.0,0.0,0.0,europe,court,0.0,0.0,0.0,0.0,0.0,0,0.0
446,solo,6164.17,lisbonne,été,9,appartement,841.29,ensoleillé,culture,1,retard_vol,1,1,séjour mitigé.,684.9077777777778,0.13648066163003292,0.0,0.0,0.0,0.0,europe,court,0.0,1.0,1.0,0.0,0.0,2,0.0
447,senior,8960.66,rome,automne,19,hôtel,951.24,nuageux,gastronomie,2,météo,0,1,séjour mitigé.,471.6136842105263,0.10615735894454204,1.0,0.0,0.0,0.0,europe,court,1.0,1.0,0.0,1.0,0.0,1,0.0
448,solo,7304.26,bali,automne,11,villa,1487.84,nuageux,plage,1,retard_vol,1,1,séjour mitigé.,664.0236363636363,0.20369483014021952,0.0,0.0,0.0,1.0,asie,long,1.0,1.0,1.0,0.0,0.0,2,0.0
449,senior,15833.3,new york,printemps,17,appartement,1090.09,variable,culture,4,météo,1,1,excellent séjour.,931.3705882352941,0.06884793441670403,1.0,1.0,0.0,0.0,amerique du nord,long,1.0,1.0,0.0,1.0,0.0,1,0.0
450,business,2524.74,dubaï,printemps,5,resort,1566.0,variable,culture,1,retard_vol,0,1,séjour mitigé.,504.948,0.6202618883528601,0.0,1.0,1.0,1.0,inconnu,inconnu,,1.0,1.0,0.0,0.0,2,1.0
451,solo,1776.93,tokyo,automne,6,villa,570.68,ensoleillé,randonnée,2,retard_vol,1,0,séjour mitigé.,296.15500000000003,0.3211606534866314,0.0,0.0,0.0,1.0,asie,long,1.0,1.0,1.0,0.0,1.0,2,0.0
452,senior,11589.04,new york,printemps,12,appartement,1009.43,variable,plage,3,retard_vol,0,0,séjour mitigé.,965.7533333333334,0.08710212407585097,0.0,1.0,0.0,0.0,amerique du nord,long,1.0,1.0,1.0,0.0,1.0,2,0.0
453,senior,10354.45,new york,printemps,11,villa,1110.02,variable,culture,3,météo,1,0,séjour mitigé.,941.3136363636364,0.10720221740411126,0.0,1.0,0.0,1.0,amerique du nord,long,1.0,1.0,0.0,1.0,1.0,1,0.0
454,senior,6685.92,lisbonne,printemps,13,resort,911.35,nuageux,culture,3,météo,0,0,séjour mitigé.,514.3015384615385,0.1363088400698782,0.0,0.0,0.0,1.0,europe,court,0.0,1.0,0.0,1.0,1.0,1,0.0
455,solo,3409.77,dubaï,automne,6,appartement,1231.61,ensoleillé,gastronomie,2,retard_vol,1,1,séjour mitigé.,568.295,0.36120031556380633,0.0,0.0,0.0,0.0,inconnu,inconnu,,1.0,1.0,0.0,0.0,2,0.0
456,senior,3952.58,rome,hiver,9,hôtel,1399.82,ensoleillé,plage,5,aucun,0,1,excellent séjour.,439.17555555555555,0.35415348961943843,0.0,0.0,0.0,0.0,europe,court,1.0,0.0,0.0,0.0,0.0,0,0.0
457,famille,3753.86,rome,printemps,8,villa,1075.2,variable,gastronomie,2,retard_vol,1,0,séjour mitigé.,469.2325,0.2864251730219028,0.0,1.0,0.0,1.0,europe,court,1.0,1.0,1.0,0.0,1.0,2,0.0
458,business,3910.98,new york,printemps,4,appartement,1085.46,ensoleillé,culture,3,aucun,0,1,séjour mitigé.,977.745,0.2775416903180277,0.0,0.0,1.0,0.0,amerique du nord,long,1.0,0.0,0.0,0.0,0.0,0,0.0
459,business,3253.28,bali,été,5,resort,1259.01,ensoleillé,business,2,météo,0,1,séjour mitigé.,650.6560000000001,0.3869971229036541,0.0,0.0,1.0,1.0,asie,long,1.0,1.0,0.0,1.0,0.0,1,0.0
460,couple,4184.53,dubaï,hiver,7,appartement,1422.69,ensoleillé,randonnée,2,bagages,0,1,séjour mitigé.,597.79,0.3399880034316877,0.0,0.0,0.0,0.0,inconnu,inconnu,,1.0,1.0,0.0,0.0,1,0.0
461,couple,2600.47,dubaï,printemps,4,appartement,1461.75,ensoleillé,gastronomie,3,météo,1,0,séjour mitigé.,650.1175,0.5621099262825566,0.0,0.0,0.0,0.0,inconnu,inconnu,,1.0,0.0,1.0,1.0,1,1.0
462,couple,3438.82,paris,printemps,4,villa,1015.95,ensoleillé,gastronomie,4,bagages,1,1,excellent séjour.,859.705,0.2954356436219401,0.0,0.0,0.0,1.0,europe,court,1.0,1.0,1.0,0.0,0.0,1,0.0
463,senior,6866.47,tokyo,automne,17,appartement,577.47,variable,culture,2,bagages,1,0,séjour mitigé.,403.91,0.08409998150432464,1.0,1.0,0.0,0.0,asie,long,1.0,1.0,1.0,0.0,1.0,1,0.0
464,solo,13756.2,new york,printemps,15,resort,1321.72,pluie,plage,3,aucun,0,0,séjour mitigé.,917.08,0.09608176676698507,1.0,1.0,0.0,1.0,amerique du nord,long,1.0,0.0,0.0,0.0,1.0,0,0.0
465,business,1924.11,dubaï,printemps,3,appartement,1386.61,variable,culture,3,retard_vol,1,1,séjour mitigé.,641.37,0.7206500667841236,0.0,1.0,1.0,0.0,inconnu,inconnu,,1.0,1.0,0.0,0.0,2,1.0
466,famille,7800.48,paris,printemps,9,villa,1084.9,variable,randonnée,2,météo,0,0,séjour mitigé.,866.7199999999999,0.1390811847476053,0.0,1.0,0.0,1.0,europe,court,1.0,1.0,0.0,1.0,1.0,1,0.0
467,business,1069.79,tokyo,hiver,3,appartement,924.59,pluie,business,2,bagages,0,1,séjour mitigé.,356.59666666666664,0.8642724272988157,0.0,1.0,1.0,0.0,asie,long,1.0,1.0,1.0,0.0,0.0,1,1.0
468,couple,3254.21,lisbonne,automne,5,appartement,920.68,nuageux,plage,1,retard_vol,1,1,séjour mitigé.,650.842,0.28291966406593305,0.0,0.0,0.0,0.0,europe,court,0.0,1.0,1.0,0.0,0.0,2,0.0
469,solo,11024.66,new york,été,13,hôtel,1305.35,ensoleillé,gastronomie,3,météo,1,1,séjour mitigé.,848.0507692307692,0.11840274439302435,0.0,0.0,0.0,0.0,amerique du nord,long,1.0,1.0,0.0,1.0,0.0,1,0.0
470,senior,9112.95,paris,printemps,9,resort,1234.49,pluie,culture,3,météo,0,1,séjour mitigé.,1012.5500000000001,0.13546546398257425,0.0,1.0,0.0,1.0,europe,court,1.0,1.0,0.0,1.0,0.0,1,0.0
471,senior,4960.68,tokyo,été,14,villa,981.93,variable,culture,1,retard_vol,1,0,séjour mitigé.,354.3342857142857,0.19794262076973315,1.0,1.0,0.0,1.0,asie,long,1.0,1.0,1.0,0.0,1.0,2,0.0
472,senior,7589.91,dubaï,hiver,14,hôtel,1668.53,nuageux,gastronomie,2,retard_vol,1,0,séjour mitigé.,542.1364285714286,0.21983528131427119,1.0,0.0,0.0,0.0,inconnu,inconnu,,1.0,1.0,0.0,1.0,2,0.0
473,couple,6918.84,sydney,printemps,11,appartement,1148.28,ensoleillé,culture,1,météo,0,0,séjour mitigé.,628.9854545454546,0.16596423677957575,0.0,0.0,0.0,0.0,oceanie,long,1.0,1.0,0.0,1.0,1.0,1,0.0
475,solo,8888.29,bali,automne,12,appartement,1356.41,variable,plage,1,aucun,0,0,séjour mitigé.,740.6908333333334,0.15260640685666196,0.0,1.0,0.0,0.0,asie,long,1.0,0.0,0.0,0.0,1.0,0,0.0
476,senior,9625.08,sydney,automne,14,hôtel,1437.71,pluie,culture,3,retard_vol,1,0,séjour mitigé.,687.5057142857142,0.14937122600539424,1.0,1.0,0.0,0.0,oceanie,long,1.0,1.0,1.0,0.0,1.0,2,0.0
477,solo,5456.62,bali,hiver,8,appartement,1057.69,nuageux,plage,1,retard_vol,1,0,séjour mitigé.,682.0775,0.19383611099911668,0.0,0.0,0.0,0.0,asie,long,1.0,1.0,1.0,0.0,1.0,2,0.0
478,business,2176.79,tokyo,automne,6,appartement,827.26,variable,business,3,aucun,0,0,séjour mitigé.,362.79833333333335,0.3800366594848378,0.0,1.0,1.0,0.0,asie,long,1.0,0.0,0.0,0.0,1.0,0,0.0
479,solo,9683.09,new york,automne,11,resort,1285.24,pluie,gastronomie,1,météo,1,1,séjour mitigé.,880.2809090909091,0.13273035776802652,0.0,1.0,0.0,1.0,amerique du nord,long,1.0,1.0,0.0,1.0,0.0,1,0.0
480,business,5905.36,new york,automne,6,resort,816.54,nuageux,business,3,retard_vol,1,1,séjour mitigé.,984.2266666666666,0.13827099448636493,0.0,0.0,1.0,1.0,amerique du nord,long,1.0,1.0,1.0,0.0,0.0,2,0.0
481,business,2107.18,sydney,automne,4,villa,981.11,nuageux,business,3,bagages,1,1,séjour mitigé.,526.795,0.46560331817879824,0.0,0.0,1.0,1.0,oceanie,long,1.0,1.0,1.0,0.0,0.0,1,0.0
482,famille,3390.79,rome,hiver,8,appartement,888.62,nuageux,plage,1,retard_vol,1,0,séjour mitigé.,423.84875,0.26206872144839405,0.0,0.0,0.0,0.0,europe,court,1.0,1.0,1.0,0.0,1.0,2,0.0
483,solo,2310.61,rome,automne,5,villa,1228.48,nuageux,plage,2,annulation,1,1,séjour mitigé.,462.122,0.5316691263346043,0.0,0.0,0.0,1.0,europe,court,1.0,1.0,1.0,0.0,0.0,3,1.0
484,solo,7730.67,sydney,hiver,13,villa,1321.21,pluie,randonnée,3,aucun,0,1,séjour mitigé.,594.6669230769231,0.1709049797753623,0.0,1.0,0.0,1.0,oceanie,long,1.0,0.0,0.0,0.0,0.0,0,0.0
485,business,3426.63,new york,automne,4,hôtel,1359.1,ensoleillé,business,1,retard_vol,1,1,séjour mitigé.,856.6575,0.39662875770071465,0.0,0.0,1.0,0.0,amerique du nord,long,1.0,1.0,1.0,0.0,0.0,2,0.0
486,senior,15032.23,bali,été,21,hôtel,1250.43,ensoleillé,culture,3,annulation,1,1,séjour mitigé.,715.8204761904761,0.08318326688721502,1.0,0.0,0.0,0.0,asie,long,1.0,1.0,1.0,0.0,0.0,3,0.0
487,couple,5546.6,rome,été,13,villa,1592.96,ensoleillé,plage,2,annulation,1,0,séjour mitigé.,426.6615384615385,0.28719575956441784,0.0,0.0,0.0,1.0,europe,court,1.0,1.0,1.0,0.0,1.0,3,0.0
488,business,3378.77,new york,automne,4,villa,879.54,nuageux,business,2,retard_vol,1,0,séjour mitigé.,844.6925,0.2603136644400181,0.0,0.0,1.0,1.0,amerique du nord,long,1.0,1.0,1.0,0.0,1.0,2,0.0
489,business,3044.53,rome,automne,7,appartement,953.11,pluie,business,2,annulation,0,1,séjour mitigé.,434.9328571428572,0.3130565308931099,0.0,1.0,1.0,0.0,europe,court,1.0,1.0,1.0,0.0,0.0,3,0.0
490,senior,9812.6,lisbonne,printemps,15,hôtel,897.43,variable,gastronomie,2,bagages,1,1,séjour mitigé.,654.1733333333334,0.09145690235003974,1.0,1.0,0.0,0.0,europe,court,0.0,1.0,1.0,0.0,0.0,1,0.0
492,famille,2556.7,tokyo,printemps,7,hôtel,746.39,ensoleillé,culture,5,aucun,0,1,excellent séjour.,365.24285714285713,0.29193491610278877,0.0,0.0,0.0,0.0,asie,long,1.0,0.0,0.0,0.0,0.0,0,0.0
493,solo,7512.09,bali,printemps,10,hôtel,853.17,nuageux,business,3,retard_vol,0,0,séjour mitigé.,751.2090000000001,0.113572920452231,0.0,0.0,0.0,0.0,asie,long,1.0,1.0,1.0,0.0,1.0,2,0.0
494,business,1185.76,tokyo,hiver,3,hôtel,740.04,ensoleillé,business,2,bagages,1,1,séjour mitigé.,395.25333333333333,0.6241060585615976,0.0,0.0,1.0,0.0,asie,long,1.0,1.0,1.0,0.0,0.0,1,1.0
495,solo,6704.63,lisbonne,automne,12,villa,727.9,nuageux,plage,3,bagages,1,1,séjour mitigé.,558.7191666666666,0.10856676654789302,0.0,0.0,0.0,1.0,europe,court,0.0,1.0,1.0,0.0,0.0,1,0.0
496,business,2996.07,new york,printemps,4,hôtel,1220.57,ensoleillé,business,2,annulation,1,0,séjour mitigé.,749.0175,0.4073903480225762,0.0,0.0,1.0,0.0,amerique du nord,long,1.0,1.0,1.0,0.0,1.0,3,0.0
498,senior,12492.51,dubaï,été,21,appartement,1134.57,ensoleillé,plage,3,retard_vol,1,1,séjour mitigé.,594.8814285714286,0.09082001935559787,1.0,0.0,0.0,0.0,inconnu,inconnu,,1.0,1.0,0.0,0.0,2,0.0
500,senior,5572.07,rome,été,12,appartement,1076.81,ensoleillé,culture,4,annulation,1,1,excellent séjour.,464.33916666666664,0.1932513410635545,0.0,0.0,0.0,0.0,europe,court,1.0,1.0,1.0,0.0,0.0,3,0.0
501,solo,11242.41,new york,printemps,13,hôtel,1098.72,pluie,randonnée,4,météo,1,1,excellent séjour.,864.8007692307692,0.09772993512956742,0.0,1.0,0.0,0.0,amerique du nord,long,1.0,1.0,0.0,1.0,0.0,1,0.0
502,senior,4623.75,dubaï,automne,8,villa,1510.0,nuageux,gastronomie,5,aucun,0,1,excellent séjour.,577.96875,0.32657474993241414,0.0,0.0,0.0,1.0,inconnu,inconnu,,0.0,0.0,0.0,0.0,0,0.0
