trip_id,client_type,budget_total,destination,saison,duree_jours,type_hebergement,prix_vol,meteo_prevue,activite_principale,satisfaction_client,imprevus,reorganisation_necessaire,respect_budget,retour_client,budget_par_jour,part_vol_budget,sejour_long,meteo_risque,client_business,hebergement_luxe,imprevu_present,imprevu_transport,imprevu_meteo,temperature_moyenne_saison,pluie_moyenne_mm,jours_pluie_moyen,vent_max_moyen_kmh,nb_jours_observes,latitude,longitude,source,periode_reference,pm10_moyen,pm2_5_moyen,european_aqi_moyen,uv_index_moyen,heures_observees_air,source_air_quality,periode_reference_air_quality
336,senior,7645.12,new york,printemps,8,villa,784.38,pluie,culture,2,retard_vol,0,0,séjour mitigé.,955.64,0.1025987819681051,0.0,1.0,0.0,1.0,1.0,1.0,0.0,12.04,4.75,36.0,17.46,92.0,40.71427,-74.00597,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,11.88,11.05,41.24,1.07,2208.0,Open-Meteo Air Quality API,2025-03-01/2025-05-31
337,solo,5252.17,new york,printemps,7,hôtel,1083.9,ensoleillé,plage,2,météo,1,1,séjour mitigé.,750.3100000000001,0.206371842495578,0.0,0.0,0.0,0.0,1.0,0.0,1.0,12.04,4.75,36.0,17.46,92.0,40.71427,-74.00597,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,11.88,11.05,41.24,1.07,2208.0,Open-Meteo Air Quality API,2025-03-01/2025-05-31
338,famille,12866.99,bali,été,18,villa,1345.82,ensoleillé,plage,3,aucun,0,1,séjour mitigé.,714.8327777777778,0.1045947809083554,1.0,0.0,0.0,1.0,0.0,0.0,0.0,25.53,3.21,49.0,18.92,92.0,-8.65,115.21667,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,13.38,9.86,30.22,1.86,2208.0,Open-Meteo Air Quality API,2025-06-01/2025-08-31
339,solo,11400.5,bali,automne,15,villa,1288.81,ensoleillé,plage,4,météo,0,1,excellent séjour.,760.0333333333333,0.1130485505021709,1.0,0.0,0.0,1.0,1.0,0.0,1.0,26.3,6.82,61.0,14.71,91.0,-8.65,115.21667,Open-Meteo Historical Weather API,2025-09-01/2025-11-30,14.48,11.69,32.66,2.5,2184.0,Open-Meteo Air Quality API,2025-09-01/2025-11-30
340,solo,6258.78,bali,automne,9,villa,1121.18,pluie,business,3,météo,1,0,séjour mitigé.,695.42,0.1791371481343009,0.0,1.0,0.0,1.0,1.0,0.0,1.0,26.3,6.82,61.0,14.71,91.0,-8.65,115.21667,Open-Meteo Historical Weather API,2025-09-01/2025-11-30,14.48,11.69,32.66,2.5,2184.0,Open-Meteo Air Quality API,2025-09-01/2025-11-30
341,senior,6073.45,new york,printemps,7,resort,1074.52,pluie,culture,3,annulation,1,0,séjour mitigé.,867.6357142857142,0.1769208604664564,0.0,1.0,0.0,1.0,1.0,1.0,0.0,12.04,4.75,36.0,17.46,92.0,40.71427,-74.00597,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,11.88,11.05,41.24,1.07,2208.0,Open-Meteo Air Quality API,2025-03-01/2025-05-31
342,senior,16903.37,paris,hiver,21,hôtel,1131.74,variable,culture,2,annulation,1,1,séjour mitigé.,804.9223809523809,0.0669535128202246,1.0,1.0,0.0,0.0,1.0,1.0,0.0,4.95,2.61,35.0,15.72,90.0,48.85341,2.3488,Open-Meteo Historical Weather API,2024-12-01/2025-02-28,20.98,17.57,45.01,0.13,2160.0,Open-Meteo Air Quality API,2024-12-01/2025-02-28
343,solo,10029.21,dubaï,printemps,16,hôtel,1204.01,pluie,plage,3,annulation,1,0,séjour mitigé.,626.825625,0.1200503329773731,1.0,1.0,0.0,0.0,1.0,1.0,0.0,28.3,0.01,0.0,22.56,92.0,25.07725,55.30927,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,70.72,36.99,63.06,2.2,2208.0,Open-Meteo Air Quality API,2025-03-01/2025-05-31
344,solo,8590.28,bali,automne,14,hôtel,1394.29,pluie,gastronomie,3,annulation,1,0,séjour mitigé.,613.5914285714287,0.1623101924500714,1.0,1.0,0.0,0.0,1.0,1.0,0.0,26.3,6.82,61.0,14.71,91.0,-8.65,115.21667,Open-Meteo Historical Weather API,2025-09-01/2025-11-30,14.48,11.69,32.66,2.5,2184.0,Open-Meteo Air Quality API,2025-09-01/2025-11-30
345,famille,5004.1,tokyo,été,14,villa,790.24,ensoleillé,plage,1,retard_vol,0,1,séjour mitigé.,357.4357142857143,0.1579185068244039,1.0,0.0,0.0,1.0,1.0,1.0,0.0,27.71,2.91,31.0,13.49,92.0,35.6895,139.69171,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,24.0,22.42,51.6,1.83,2208.0,Open-Meteo Air Quality API,2025-06-01/2025-08-31
346,solo,8818.28,paris,été,11,appartement,1095.09,ensoleillé,culture,1,retard_vol,1,1,séjour mitigé.,801.6618181818183,0.1241840812494046,0.0,0.0,0.0,0.0,1.0,1.0,0.0,21.05,2.58,30.0,14.41,92.0,48.85341,2.3488,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,10.28,6.83,31.49,1.5,2208.0,Open-Meteo Air Quality API,2025-06-01/2025-08-31
347,business,4385.53,paris,printemps,5,resort,1387.03,ensoleillé,business,3,aucun,0,0,séjour mitigé.,877.106,0.3162742017498455,0.0,0.0,1.0,1.0,0.0,0.0,0.0,12.44,1.18,26.0,14.07,92.0,48.85341,2.3488,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,15.06,12.04,38.85,0.97,2208.0,Open-Meteo Air Quality API,2025-03-01/2025-05-31
348,solo,10266.88,bali,printemps,15,appartement,1293.7,pluie,plage,2,météo,0,0,séjour mitigé.,684.4586666666667,0.1260071219299339,1.0,1.0,0.0,0.0,1.0,0.0,1.0,26.99,6.49,65.0,13.72,92.0,-8.65,115.21667,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,12.14,10.4,31.68,2.19,2208.0,Open-Meteo Air Quality API,2025-03-01/2025-05-31
349,couple,3056.02,dubaï,été,6,appartement,1481.81,nuageux,randonnée,5,aucun,0,1,excellent séjour.,509.3366666666666,0.4848822978907205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.27,0.0,0.0,22.79,92.0,25.07725,55.30927,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,128.17,54.13,71.91,2.19,2208.0,Open-Meteo Air Quality API,2025-06-01/2025-08-31
350,business,1810.16,tokyo,été,5,villa,820.91,ensoleillé,gastronomie,3,bagages,1,0,séjour mitigé.,362.032,0.4535013479471427,0.0,0.0,1.0,1.0,1.0,1.0,0.0,27.71,2.91,31.0,13.49,92.0,35.6895,139.69171,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,24.0,22.42,51.6,1.83,2208.0,Open-Meteo Air Quality API,2025-06-01/2025-08-31
351,famille,14989.12,new york,automne,15,hôtel,971.23,pluie,culture,3,retard_vol,0,0,séjour mitigé.,999.2746666666668,0.0647956651224354,1.0,1.0,0.0,0.0,1.0,1.0,0.0,13.97,3.07,25.0,15.38,91.0,40.71427,-74.00597,Open-Meteo Historical Weather API,2025-09-01/2025-11-30,11.7,11.28,42.27,0.76,2184.0,Open-Meteo Air Quality API,2025-09-01/2025-11-30
352,business,5398.62,bali,été,7,appartement,1132.77,ensoleillé,culture,2,retard_vol,1,1,séjour mitigé.,771.2314285714285,0.2098258443824533,0.0,0.0,1.0,0.0,1.0,1.0,0.0,25.53,3.21,49.0,18.92,92.0,-8.65,115.21667,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,13.38,9.86,30.22,1.86,2208.0,Open-Meteo Air Quality API,2025-06-01/2025-08-31
353,solo,10088.19,bali,été,13,hôtel,1375.32,variable,plage,2,annulation,1,0,séjour mitigé.,776.0146153846155,0.1363297083024804,0.0,1.0,0.0,0.0,1.0,1.0,0.0,25.53,3.21,49.0,18.92,92.0,-8.65,115.21667,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,13.38,9.86,30.22,1.86,2208.0,Open-Meteo Air Quality API,2025-06-01/2025-08-31
354,couple,6432.61,rome,automne,14,villa,1397.43,variable,business,3,météo,1,0,séjour mitigé.,459.4721428571429,0.2172415240470042,1.0,1.0,0.0,1.0,1.0,0.0,1.0,17.21,4.01,24.0,12.75,91.0,41.89193,12.51133,Open-Meteo Historical Weather API,2025-09-01/2025-11-30,13.51,9.22,34.28,0.79,2184.0,Open-Meteo Air Quality API,2025-09-01/2025-11-30
355,couple,15562.54,paris,hiver,15,appartement,1218.28,ensoleillé,gastronomie,1,aucun,0,0,séjour mitigé.,1037.5026666666668,0.078282850999901,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.95,2.61,35.0,15.72,90.0,48.85341,2.3488,Open-Meteo Historical Weather API,2024-12-01/2025-02-28,20.98,17.57,45.01,0.13,2160.0,Open-Meteo Air Quality API,2024-12-01/2025-02-28
356,business,2439.88,dubaï,été,4,resort,1344.01,variable,business,2,météo,1,1,séjour mitigé.,609.97,0.5508508615177795,0.0,1.0,1.0,1.0,1.0,0.0,1.0,35.27,0.0,0.0,22.79,92.0,25.07725,55.30927,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,128.17,54.13,71.91,2.19,2208.0,Open-Meteo Air Quality API,2025-06-01/2025-08-31
357,solo,12210.62,paris,printemps,12,resort,1456.33,pluie,randonnée,3,météo,1,0,séjour mitigé.,1017.5516666666668,0.1192674901028776,0.0,1.0,0.0,1.0,1.0,0.0,1.0,12.44,1.18,26.0,14.07,92.0,48.85341,2.3488,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,15.06,12.04,38.85,0.97,2208.0,Open-Meteo Air Quality API,2025-03-01/2025-05-31
358,famille,10930.83,lisbonne,hiver,17,villa,824.67,nuageux,plage,4,retard_vol,0,0,excellent séjour.,642.99,0.0754444081556478,1.0,0.0,0.0,1.0,1.0,1.0,0.0,12.63,2.92,26.0,17.53,90.0,38.72509,-9.1498,Open-Meteo Historical Weather API,2024-12-01/2025-02-28,19.66,13.91,36.49,0.38,2160.0,Open-Meteo Air Quality API,2024-12-01/2025-02-28
359,senior,8194.01,dubaï,printemps,15,hôtel,1429.16,variable,gastronomie,4,météo,1,0,excellent séjour.,546.2673333333333,0.1744152130641773,1.0,1.0,0.0,0.0,1.0,0.0,1.0,28.3,0.01,0.0,22.56,92.0,25.07725,55.30927,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,70.72,36.99,63.06,2.2,2208.0,Open-Meteo Air Quality API,2025-03-01/2025-05-31
360,senior,9045.33,new york,été,11,appartement,1075.51,ensoleillé,gastronomie,1,aucun,0,0,séjour mitigé.,822.3027272727272,0.1189022401614977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.52,2.28,32.0,14.21,92.0,40.71427,-74.00597,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,18.13,17.43,51.89,1.61,2208.0,Open-Meteo Air Quality API,2025-06-01/2025-08-31
361,solo,9691.58,new york,hiver,13,hôtel,1072.93,pluie,gastronomie,4,retard_vol,1,0,excellent séjour.,745.5061538461539,0.1107074388283437,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.34,32.0,16.49,90.0,40.71427,-74.00597,Open-Meteo Historical Weather API,2024-12-01/2025-02-28,14.23,13.56,43.36,0.34,2160.0,Open-Meteo Air Quality API,2024-12-01/2025-02-28
362,couple,8271.15,bali,été,12,appartement,1440.52,ensoleillé,plage,4,aucun,0,1,excellent séjour.,689.2624999999999,0.1741619968202729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.53,3.21,49.0,18.92,92.0,-8.65,115.21667,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,13.38,9.86,30.22,1.86,2208.0,Open-Meteo Air Quality API,2025-06-01/2025-08-31
363,famille,2811.22,tokyo,hiver,7,villa,842.94,pluie,plage,3,retard_vol,1,1,séjour mitigé.,401.6028571428571,0.2998484643677834,0.0,1.0,0.0,1.0,1.0,1.0,0.0,6.08,0.56,8.0,14.28,90.0,35.6895,139.69171,Open-Meteo Historical Weather API,2024-12-01/2025-02-28,31.02,30.0,55.43,0.51,2160.0,Open-Meteo Air Quality API,2024-12-01/2025-02-28
365,business,3343.64,paris,hiver,4,resort,1461.43,ensoleillé,business,3,retard_vol,1,0,séjour mitigé.,835.91,0.4370775561962413,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.95,2.61,35.0,15.72,90.0,48.85341,2.3488,Open-Meteo Historical Weather API,2024-12-01/2025-02-28,20.98,17.57,45.01,0.13,2160.0,Open-Meteo Air Quality API,2024-12-01/2025-02-28
366,senior,10312.73,rome,hiver,21,resort,1284.25,ensoleillé,gastronomie,2,annulation,1,1,séjour mitigé.,491.08238095238096,0.1245305559245709,1.0,0.0,0.0,1.0,1.0,1.0,0.0,9.23,2.57,28.0,13.79,90.0,41.89193,12.51133,Open-Meteo Historical Weather API,2024-12-01/2025-02-28,20.56,17.01,40.29,0.27,2160.0,Open-Meteo Air Quality API,2024-12-01/2025-02-28
367,business,6007.64,new york,printemps,7,villa,1222.61,pluie,gastronomie,2,aucun,0,1,séjour mitigé.,858.2342857142858,0.2035091982875138,0.0,1.0,1.0,1.0,0.0,0.0,0.0,12.04,4.75,36.0,17.46,92.0,40.71427,-74.00597,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,11.88,11.05,41.24,1.07,2208.0,Open-Meteo Air Quality API,2025-03-01/2025-05-31
368,business,3001.11,new york,printemps,3,hôtel,1057.53,ensoleillé,culture,2,météo,1,1,séjour mitigé.,1000.37,0.3523796195407699,0.0,0.0,1.0,0.0,1.0,0.0,1.0,12.04,4.75,36.0,17.46,92.0,40.71427,-74.00597,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,11.88,11.05,41.24,1.07,2208.0,Open-Meteo Air Quality API,2025-03-01/2025-05-31
369,business,4707.8,bali,automne,6,hôtel,1296.82,nuageux,business,2,météo,0,0,séjour mitigé.,784.6333333333333,0.2754619992353115,0.0,0.0,1.0,0.0,1.0,0.0,1.0,26.3,6.82,61.0,14.71,91.0,-8.65,115.21667,Open-Meteo Historical Weather API,2025-09-01/2025-11-30,14.48,11.69,32.66,2.5,2184.0,Open-Meteo Air Quality API,2025-09-01/2025-11-30
370,couple,8173.73,rome,hiver,16,resort,1255.22,nuageux,business,2,météo,1,1,séjour mitigé.,510.858125,0.1535675878699198,1.0,0.0,0.0,1.0,1.0,0.0,1.0,9.23,2.57,28.0,13.79,90.0,41.89193,12.51133,Open-Meteo Historical Weather API,2024-12-01/2025-02-28,20.56,17.01,40.29,0.27,2160.0,Open-Meteo Air Quality API,2024-12-01/2025-02-28
371,solo,6816.09,paris,été,7,hôtel,1239.9,pluie,culture,2,aucun,0,1,séjour mitigé.,973.7271428571428,0.1819078093158981,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21.05,2.58,30.0,14.41,92.0,48.85341,2.3488,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,10.28,6.83,31.49,1.5,2208.0,Open-Meteo Air Quality API,2025-06-01/2025-08-31
372,senior,8748.66,rome,été,19,appartement,1394.5,ensoleillé,gastronomie,3,annulation,1,0,séjour mitigé.,460.4557894736842,0.1593958389056152,1.0,0.0,0.0,0.0,1.0,1.0,0.0,27.22,1.32,16.0,14.95,92.0,41.89193,12.51133,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,15.45,9.67,40.74,2.01,2208.0,Open-Meteo Air Quality API,2025-06-01/2025-08-31
373,solo,3477.35,rome,printemps,9,villa,1123.09,ensoleillé,plage,4,aucun,0,1,excellent séjour.,386.3722222222222,0.3229729535422088,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.22,3.55,32.0,13.85,92.0,41.89193,12.51133,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,15.93,11.65,37.47,1.19,2208.0,Open-Meteo Air Quality API,2025-03-01/2025-05-31
374,couple,6601.36,dubaï,été,13,appartement,1735.3,ensoleillé,culture,2,météo,1,1,séjour mitigé.,507.7969230769231,0.2628700752572197,0.0,0.0,0.0,0.0,1.0,0.0,1.0,35.27,0.0,0.0,22.79,92.0,25.07725,55.30927,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,128.17,54.13,71.91,2.19,2208.0,Open-Meteo Air Quality API,2025-06-01/2025-08-31
375,famille,15880.63,new york,printemps,21,appartement,941.78,ensoleillé,randonnée,2,retard_vol,1,0,séjour mitigé.,756.2204761904761,0.0593036926116911,1.0,0.0,0.0,0.0,1.0,1.0,0.0,12.04,4.75,36.0,17.46,92.0,40.71427,-74.00597,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,11.88,11.05,41.24,1.07,2208.0,Open-Meteo Air Quality API,2025-03-01/2025-05-31
376,senior,6340.29,tokyo,été,18,resort,613.46,ensoleillé,culture,2,météo,1,1,séjour mitigé.,352.23833333333334,0.0967558266262268,1.0,0.0,0.0,1.0,1.0,0.0,1.0,27.71,2.91,31.0,13.49,92.0,35.6895,139.69171,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,24.0,22.42,51.6,1.83,2208.0,Open-Meteo Air Quality API,2025-06-01/2025-08-31
377,couple,4061.74,tokyo,printemps,12,resort,880.37,ensoleillé,randonnée,3,météo,1,0,séjour mitigé.,338.4783333333333,0.2167470099021601,0.0,0.0,0.0,1.0,1.0,0.0,1.0,14.52,6.04,44.0,15.33,92.0,35.6895,139.69171,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,29.58,26.1,53.35,1.05,2208.0,Open-Meteo Air Quality API,2025-03-01/2025-05-31
378,business,4818.13,paris,été,5,appartement,1367.24,variable,culture,2,bagages,1,1,séjour mitigé.,963.626,0.2837698443171936,0.0,1.0,1.0,0.0,1.0,1.0,0.0,21.05,2.58,30.0,14.41,92.0,48.85341,2.3488,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,10.28,6.83,31.49,1.5,2208.0,Open-Meteo Air Quality API,2025-06-01/2025-08-31
379,business,2415.1,sydney,printemps,4,hôtel,1304.49,ensoleillé,business,1,météo,1,1,séjour mitigé.,603.775,0.5401391246739266,0.0,0.0,1.0,0.0,1.0,0.0,1.0,19.13,4.44,49.0,17.74,92.0,-33.86785,151.20732,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,11.25,9.25,31.84,1.01,2208.0,Open-Meteo Air Quality API,2025-03-01/2025-05-31
380,business,1822.63,tokyo,automne,6,resort,820.77,ensoleillé,business,2,retard_vol,1,0,séjour mitigé.,303.7716666666667,0.4503217877462787,0.0,0.0,1.0,1.0,1.0,1.0,0.0,18.79,4.52,34.0,12.27,91.0,35.6895,139.69171,Open-Meteo Historical Weather API,2025-09-01/2025-11-30,28.46,27.24,54.08,0.85,2184.0,Open-Meteo Air Quality API,2025-09-01/2025-11-30
381,senior,12126.22,paris,printemps,13,appartement,1219.87,variable,gastronomie,2,bagages,0,1,séjour mitigé.,932.7861538461538,0.1005977130548513,0.0,1.0,0.0,0.0,1.0,1.0,0.0,12.44,1.18,26.0,14.07,92.0,48.85341,2.3488,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,15.06,12.04,38.85,0.97,2208.0,Open-Meteo Air Quality API,2025-03-01/2025-05-31
382,solo,3508.79,tokyo,automne,11,resort,649.12,nuageux,gastronomie,3,aucun,0,1,séjour mitigé.,318.9809090909091,0.1849982472590266,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18.79,4.52,34.0,12.27,91.0,35.6895,139.69171,Open-Meteo Historical Weather API,2025-09-01/2025-11-30,28.46,27.24,54.08,0.85,2184.0,Open-Meteo Air Quality API,2025-09-01/2025-11-30
383,business,3683.46,paris,hiver,4,appartement,1236.01,pluie,business,2,retard_vol,1,0,séjour mitigé.,920.865,0.3355567862824626,0.0,1.0,1.0,0.0,1.0,1.0,0.0,4.95,2.61,35.0,15.72,90.0,48.85341,2.3488,Open-Meteo Historical Weather API,2024-12-01/2025-02-28,20.98,17.57,45.01,0.13,2160.0,Open-Meteo Air Quality API,2024-12-01/2025-02-28
384,solo,4804.52,new york,printemps,6,appartement,996.49,variable,randonnée,2,météo,0,1,séjour mitigé.,800.7533333333334,0.2074067752866051,0.0,1.0,0.0,0.0,1.0,0.0,1.0,12.04,4.75,36.0,17.46,92.0,40.71427,-74.00597,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,11.88,11.05,41.24,1.07,2208.0,Open-Meteo Air Quality API,2025-03-01/2025-05-31
385,couple,12099.92,new york,printemps,14,hôtel,1271.38,nuageux,plage,2,retard_vol,1,1,séjour mitigé.,864.28,0.1050734219730378,1.0,0.0,0.0,0.0,1.0,1.0,0.0,12.04,4.75,36.0,17.46,92.0,40.71427,-74.00597,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,11.88,11.05,41.24,1.07,2208.0,Open-Meteo Air Quality API,2025-03-01/2025-05-31
386,business,6389.41,paris,printemps,7,appartement,1195.16,variable,culture,4,aucun,0,1,excellent séjour.,912.7728571428572,0.1870532646989315,0.0,1.0,1.0,0.0,0.0,0.0,0.0,12.44,1.18,26.0,14.07,92.0,48.85341,2.3488,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,15.06,12.04,38.85,0.97,2208.0,Open-Meteo Air Quality API,2025-03-01/2025-05-31
387,business,3605.06,rome,hiver,7,hôtel,1121.69,ensoleillé,business,2,météo,0,0,séjour mitigé.,515.0085714285714,0.3111432264650242,0.0,0.0,1.0,0.0,1.0,0.0,1.0,9.23,2.57,28.0,13.79,90.0,41.89193,12.51133,Open-Meteo Historical Weather API,2024-12-01/2025-02-28,20.56,17.01,40.29,0.27,2160.0,Open-Meteo Air Quality API,2024-12-01/2025-02-28
388,senior,19262.78,new york,printemps,21,appartement,1055.68,pluie,plage,1,bagages,1,0,séjour mitigé.,917.275238095238,0.0548041352286637,1.0,1.0,0.0,0.0,1.0,1.0,0.0,12.04,4.75,36.0,17.46,92.0,40.71427,-74.00597,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,11.88,11.05,41.24,1.07,2208.0,Open-Meteo Air Quality API,2025-03-01/2025-05-31
389,couple,8080.75,rome,hiver,16,hôtel,1359.51,pluie,gastronomie,2,annulation,1,0,séjour mitigé.,505.046875,0.1682405717291093,1.0,1.0,0.0,0.0,1.0,1.0,0.0,9.23,2.57,28.0,13.79,90.0,41.89193,12.51133,Open-Meteo Historical Weather API,2024-12-01/2025-02-28,20.56,17.01,40.29,0.27,2160.0,Open-Meteo Air Quality API,2024-12-01/2025-02-28
390,senior,6177.64,tokyo,été,16,resort,686.65,ensoleillé,culture,1,retard_vol,1,0,séjour mitigé.,386.1025,0.1111508601990404,1.0,0.0,0.0,1.0,1.0,1.0,0.0,27.71,2.91,31.0,13.49,92.0,35.6895,139.69171,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,24.0,22.42,51.6,1.83,2208.0,Open-Meteo Air Quality API,2025-06-01/2025-08-31
391,couple,5065.55,dubaï,automne,9,villa,1157.88,pluie,randonnée,4,météo,1,0,excellent séjour.,562.838888888889,0.2285793250486127,0.0,1.0,0.0,1.0,1.0,0.0,1.0,29.44,0.0,0.0,20.09,91.0,25.07725,55.30927,Open-Meteo Historical Weather API,2025-09-01/2025-11-30,80.53,41.8,60.89,1.56,2184.0,Open-Meteo Air Quality API,2025-09-01/2025-11-30
392,solo,5076.0,rome,printemps,12,appartement,1327.01,variable,randonnée,3,météo,1,1,séjour mitigé.,423.0,0.2614282899921197,0.0,1.0,0.0,0.0,1.0,0.0,1.0,15.22,3.55,32.0,13.85,92.0,41.89193,12.51133,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,15.93,11.65,37.47,1.19,2208.0,Open-Meteo Air Quality API,2025-03-01/2025-05-31
393,famille,8544.16,dubaï,printemps,14,hôtel,1369.3,nuageux,plage,3,retard_vol,1,0,séjour mitigé.,610.2971428571428,0.1602615119567049,1.0,0.0,0.0,0.0,1.0,1.0,0.0,28.3,0.01,0.0,22.56,92.0,25.07725,55.30927,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,70.72,36.99,63.06,2.2,2208.0,Open-Meteo Air Quality API,2025-03-01/2025-05-31
394,business,1617.74,lisbonne,printemps,3,hôtel,836.16,ensoleillé,business,3,météo,1,1,séjour mitigé.,539.2466666666667,0.5168692126052394,0.0,0.0,1.0,0.0,1.0,0.0,1.0,15.64,3.53,41.0,19.08,92.0,38.72509,-9.1498,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,15.2,9.48,34.11,1.3,2208.0,Open-Meteo Air Quality API,2025-03-01/2025-05-31
395,famille,6319.31,lisbonne,printemps,11,hôtel,841.03,ensoleillé,gastronomie,3,retard_vol,1,1,séjour mitigé.,574.4827272727273,0.1330888973637944,0.0,0.0,0.0,0.0,1.0,1.0,0.0,15.64,3.53,41.0,19.08,92.0,38.72509,-9.1498,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,15.2,9.48,34.11,1.3,2208.0,Open-Meteo Air Quality API,2025-03-01/2025-05-31
397,solo,3605.5,dubaï,automne,7,appartement,1033.88,variable,plage,2,météo,0,0,séjour mitigé.,515.0714285714286,0.286750797392872,0.0,1.0,0.0,0.0,1.0,0.0,1.0,29.44,0.0,0.0,20.09,91.0,25.07725,55.30927,Open-Meteo Historical Weather API,2025-09-01/2025-11-30,80.53,41.8,60.89,1.56,2184.0,Open-Meteo Air Quality API,2025-09-01/2025-11-30
398,famille,4538.66,rome,printemps,10,appartement,1009.94,ensoleillé,plage,2,météo,1,0,séjour mitigé.,453.866,0.2225194220320535,0.0,0.0,0.0,0.0,1.0,0.0,1.0,15.22,3.55,32.0,13.85,92.0,41.89193,12.51133,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,15.93,11.65,37.47,1.19,2208.0,Open-Meteo Air Quality API,2025-03-01/2025-05-31
399,business,6632.61,paris,été,7,hôtel,1090.41,ensoleillé,business,4,annulation,1,0,excellent séjour.,947.5157142857142,0.1644013442671889,0.0,0.0,1.0,0.0,1.0,1.0,0.0,21.05,2.58,30.0,14.41,92.0,48.85341,2.3488,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,10.28,6.83,31.49,1.5,2208.0,Open-Meteo Air Quality API,2025-06-01/2025-08-31
400,solo,2508.05,lisbonne,printemps,4,appartement,876.0,variable,culture,2,météo,1,0,séjour mitigé.,627.0125,0.3492753334263671,0.0,1.0,0.0,0.0,1.0,0.0,1.0,15.64,3.53,41.0,19.08,92.0,38.72509,-9.1498,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,15.2,9.48,34.11,1.3,2208.0,Open-Meteo Air Quality API,2025-03-01/2025-05-31
401,couple,5103.08,dubaï,été,8,villa,1382.37,variable,gastronomie,3,météo,1,1,séjour mitigé.,637.885,0.2708893452581578,0.0,1.0,0.0,1.0,1.0,0.0,1.0,35.27,0.0,0.0,22.79,92.0,25.07725,55.30927,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,128.17,54.13,71.91,2.19,2208.0,Open-Meteo Air Quality API,2025-06-01/2025-08-31
402,solo,3819.38,sydney,printemps,7,appartement,1456.8,variable,randonnée,3,annulation,1,1,séjour mitigé.,545.6257142857143,0.3814231629217307,0.0,1.0,0.0,0.0,1.0,1.0,0.0,19.13,4.44,49.0,17.74,92.0,-33.86785,151.20732,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,11.25,9.25,31.84,1.01,2208.0,Open-Meteo Air Quality API,2025-03-01/2025-05-31
403,business,5205.13,new york,hiver,6,appartement,1251.84,ensoleillé,business,4,météo,1,0,excellent séjour.,867.5216666666666,0.2405011978567297,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.34,32.0,16.49,90.0,40.71427,-74.00597,Open-Meteo Historical Weather API,2024-12-01/2025-02-28,14.23,13.56,43.36,0.34,2160.0,Open-Meteo Air Quality API,2024-12-01/2025-02-28
