trip_id,client_type,budget_total,destination,saison,duree_jours,type_hebergement,prix_vol,meteo_prevue,activite_principale,satisfaction_client,imprevus,reorganisation_necessaire,respect_budget,retour_client,budget_par_jour,part_vol_budget,sejour_long,meteo_risque,client_business,hebergement_luxe,imprevu_present,imprevu_transport,imprevu_meteo,temperature_moyenne_saison,pluie_moyenne_mm,jours_pluie_moyen,vent_max_moyen_kmh,nb_jours_observes,latitude,longitude,source,periode_reference,pm10_moyen,pm2_5_moyen,european_aqi_moyen,uv_index_moyen,heures_observees_air,source_air_quality,periode_reference_air_quality,reste_budget_apres_vol,budget_apres_vol_par_jour,ratio_budget_reference_destination,ratio_prix_vol_reference_destination,score_budget_destination,score_prix_vol_coherent,score_adequation_activite_profil,score_adequation_hebergement_profil,score_meteo_prevue,score_confort_temperature,score_risque_pluie_reel,score_qualite_air,score_contexte_destination,score_potentiel_satisfaction,niveau_risque_satisfaction
537,senior,12511.44,new york,hiver,17,appartement,1001.58,pluie,culture,3,aucun,0,1,séjour mitigé.,735.9670588235294,0.0800531353705089,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.34,32.0,16.49,90.0,40.71427,-74.00597,Open-Meteo Historical Weather API,2024-12-01/2025-02-28,14.23,13.56,43.36,0.34,2160.0,Open-Meteo Air Quality API,2024-12-01/2025-02-28,11509.86,677.0505882352942,1.9248369230769231,1.1783294117647058,1.0,0.4685228758169935,1,1,0.25,0.0,0.0,0.6106666666666667,0.1832,0.7163,risque_faible
538,couple,7533.95,bali,été,9,villa,1036.06,ensoleillé,culture,2,retard_vol,1,1,séjour mitigé.,837.1055555555555,0.1375188314230914,0.0,0.0,0.0,1.0,1.0,1.0,0.0,25.53,3.21,49.0,18.92,92.0,-8.65,115.21667,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,13.38,9.86,30.22,1.86,2208.0,Open-Meteo Air Quality API,2025-06-01/2025-08-31,6497.889999999999,721.9877777777778,1.2151532258064517,0.9009217391304348,0.8314415322580645,0.7767536231884058,1,1,1.0,0.8594444444444443,0.0,0.8296666666666667,0.5497055555555554,0.8586,risque_faible
539,solo,4030.94,rome,printemps,8,villa,1604.2,variable,culture,3,retard_vol,1,1,séjour mitigé.,503.8675,0.3979716889856956,0.0,1.0,0.0,1.0,1.0,1.0,0.0,15.22,3.55,32.0,13.85,92.0,41.89193,12.51133,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,15.93,11.65,37.47,1.19,2208.0,Open-Meteo Air Quality API,2025-03-01/2025-05-31,2426.74,303.3425,1.033574358974359,3.564888888888889,0.6044679487179485,0.0,1,0,0.45,0.5677777777777778,0.0,0.7088333333333334,0.4113722222222222,0.4526,risque_moyen
540,famille,9830.59,lisbonne,automne,17,resort,1024.65,variable,plage,2,annulation,0,1,séjour mitigé.,578.27,0.104230773534447,1.0,1.0,0.0,1.0,1.0,1.0,0.0,18.72,2.83,21.0,17.54,91.0,38.72509,-9.1498,Open-Meteo Historical Weather API,2025-09-01/2025-11-30,15.83,9.72,31.17,0.9,2184.0,Open-Meteo Air Quality API,2025-09-01/2025-11-30,8805.94,517.9964705882353,2.89135,2.696447368421053,1.0,0.0,1,1,0.45,0.7622222222222221,0.0,0.8138333333333333,0.5109277777777776,0.6953,risque_faible
541,famille,13149.86,new york,été,18,villa,1107.82,ensoleillé,plage,4,annulation,1,1,excellent séjour.,730.5477777777778,0.0842457638332271,1.0,0.0,0.0,1.0,1.0,1.0,0.0,24.52,2.28,32.0,14.21,92.0,40.71427,-74.00597,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,18.13,17.43,51.89,1.61,2208.0,Open-Meteo Air Quality API,2025-06-01/2025-08-31,12042.04,669.0022222222223,2.0230553846153847,1.3033176470588237,1.0,0.3296470588235295,1,1,1.0,0.9155555555555556,0.0,0.4685,0.4609944444444444,0.8147,risque_faible
542,couple,2462.77,lisbonne,printemps,4,villa,1105.87,variable,plage,3,annulation,1,1,séjour mitigé.,615.6925,0.4490350296617223,0.0,1.0,0.0,1.0,1.0,1.0,0.0,15.64,3.53,41.0,19.08,92.0,38.72509,-9.1498,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,15.2,9.48,34.11,1.3,2208.0,Open-Meteo Air Quality API,2025-03-01/2025-05-31,1356.9,339.225,0.7243441176470589,2.910184210526316,0.2179301470588235,0.0,1,1,0.45,0.5911111111111111,0.0,0.7648333333333334,0.4363388888888889,0.4674,risque_moyen
543,solo,9882.54,paris,printemps,12,appartement,1236.3,variable,plage,4,bagages,1,1,excellent séjour.,823.5450000000001,0.1250994177610209,0.0,1.0,0.0,0.0,1.0,1.0,0.0,12.44,1.18,26.0,14.07,92.0,48.85341,2.3488,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,15.06,12.04,38.85,0.97,2208.0,Open-Meteo Air Quality API,2025-03-01/2025-05-31,8646.240000000002,720.5200000000001,2.3529857142857145,3.532285714285714,1.0,0.0,0,1,0.45,0.4133333333333333,0.0,0.6858333333333333,0.3504166666666666,0.496,risque_moyen
544,senior,10893.54,new york,automne,14,resort,965.86,pluie,culture,4,retard_vol,1,1,excellent séjour.,778.11,0.0886635565665522,1.0,1.0,0.0,1.0,1.0,1.0,0.0,13.97,3.07,25.0,15.38,91.0,40.71427,-74.00597,Open-Meteo Historical Weather API,2025-09-01/2025-11-30,11.7,11.28,42.27,0.76,2184.0,Open-Meteo Air Quality API,2025-09-01/2025-11-30,9927.68,709.12,1.6759292307692308,1.1363058823529413,1.0,0.5152156862745096,1,0,0.25,0.4983333333333334,0.0,0.6288333333333334,0.3630666666666667,0.6263,risque_faible
545,senior,11214.38,new york,été,12,appartement,1362.56,ensoleillé,culture,1,météo,0,0,séjour mitigé.,934.5316666666666,0.1215011440668142,0.0,0.0,0.0,0.0,1.0,0.0,1.0,24.52,2.28,32.0,14.21,92.0,40.71427,-74.00597,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,18.13,17.43,51.89,1.61,2208.0,Open-Meteo Air Quality API,2025-06-01/2025-08-31,9851.82,820.985,1.725289230769231,1.6030117647058824,1.0,0.0,1,1,1.0,0.9155555555555556,0.0,0.4685,0.4609944444444444,0.7553,risque_faible
546,solo,2988.23,sydney,automne,5,resort,1289.25,pluie,culture,3,météo,1,1,séjour mitigé.,597.646,0.4314426935008349,0.0,1.0,0.0,1.0,1.0,0.0,1.0,19.17,1.74,22.0,21.07,91.0,-33.86785,151.20732,Open-Meteo Historical Weather API,2025-09-01/2025-11-30,10.98,9.17,34.45,1.63,2184.0,Open-Meteo Air Quality API,2025-09-01/2025-11-30,1698.98,339.796,0.37352875,0.9917307692307692,0.0,0.6758547008547009,1,0,0.25,0.7872222222222223,0.0,0.7591666666666667,0.5032777777777777,0.392,risque_eleve
547,famille,6701.94,rome,printemps,14,resort,1081.03,nuageux,randonnée,4,annulation,1,0,excellent séjour.,478.71,0.1613010561121108,1.0,0.0,0.0,1.0,1.0,1.0,0.0,15.22,3.55,32.0,13.85,92.0,41.89193,12.51133,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,15.93,11.65,37.47,1.19,2208.0,Open-Meteo Air Quality API,2025-03-01/2025-05-31,5620.91,401.4935714285714,1.7184461538461535,2.4022888888888887,1.0,0.0,0,1,0.7,0.5677777777777778,0.0,0.7088333333333334,0.4113722222222222,0.5334,risque_moyen
549,couple,15709.49,paris,été,16,villa,1061.6,ensoleillé,culture,3,aucun,0,1,séjour mitigé.,981.843125,0.0675769869040942,1.0,0.0,0.0,1.0,0.0,0.0,0.0,21.05,2.58,30.0,14.41,92.0,48.85341,2.3488,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,10.28,6.83,31.49,1.5,2208.0,Open-Meteo Air Quality API,2025-06-01/2025-08-31,14647.89,915.493125,3.740354761904762,3.033142857142857,1.0,0.0,1,1,1.0,0.8916666666666667,0.0,0.8085,0.5546333333333333,0.7666,risque_faible
550,solo,12421.27,paris,hiver,14,appartement,968.62,pluie,gastronomie,4,aucun,0,1,excellent séjour.,887.2335714285715,0.0779807539808731,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.95,2.61,35.0,15.72,90.0,48.85341,2.3488,Open-Meteo Historical Weather API,2024-12-01/2025-02-28,20.98,17.57,45.01,0.13,2160.0,Open-Meteo Air Quality API,2024-12-01/2025-02-28,11452.65,818.0464285714286,2.957445238095238,2.7674857142857143,1.0,0.0,0,1,0.25,0.0,0.0,0.5831666666666667,0.17495,0.451,risque_moyen
551,famille,13170.51,new york,printemps,14,hôtel,1263.24,ensoleillé,culture,2,météo,1,0,séjour mitigé.,940.7507142857144,0.0959142812237339,1.0,0.0,0.0,0.0,1.0,0.0,1.0,12.04,4.75,36.0,17.46,92.0,40.71427,-74.00597,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,11.88,11.05,41.24,1.07,2208.0,Open-Meteo Air Quality API,2025-03-01/2025-05-31,11907.27,850.5192857142857,2.026232307692308,1.486164705882353,1.0,0.1264836601307188,1,0,1.0,0.3911111111111111,0.0,0.6459999999999999,0.3306888888888888,0.6424,risque_faible
552,senior,11805.49,paris,été,11,appartement,1572.14,nuageux,plage,2,météo,1,0,séjour mitigé.,1073.2263636363637,0.1331702453688919,0.0,0.0,0.0,0.0,1.0,0.0,1.0,21.05,2.58,30.0,14.41,92.0,48.85341,2.3488,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,10.28,6.83,31.49,1.5,2208.0,Open-Meteo Air Quality API,2025-06-01/2025-08-31,10233.35,930.3045454545456,2.8108309523809525,4.491828571428572,1.0,0.0,0,1,0.7,0.8916666666666667,0.0,0.8085,0.5546333333333333,0.5506,risque_moyen
553,famille,10526.82,lisbonne,printemps,18,appartement,715.12,nuageux,plage,2,aucun,0,0,séjour mitigé.,584.8233333333333,0.0679331460023064,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.64,3.53,41.0,19.08,92.0,38.72509,-9.1498,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,15.2,9.48,34.11,1.3,2208.0,Open-Meteo Air Quality API,2025-03-01/2025-05-31,9811.7,545.0944444444444,3.0961235294117646,1.8818947368421053,1.0,0.0,1,1,0.7,0.5911111111111111,0.0,0.7648333333333334,0.4363388888888889,0.7164,risque_faible
554,couple,11469.99,bali,été,16,villa,1341.12,ensoleillé,business,2,bagages,0,0,séjour mitigé.,716.874375,0.1169242518955988,1.0,0.0,0.0,1.0,1.0,1.0,0.0,25.53,3.21,49.0,18.92,92.0,-8.65,115.21667,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,13.38,9.86,30.22,1.86,2208.0,Open-Meteo Air Quality API,2025-06-01/2025-08-31,10128.87,633.0543749999999,1.8499983870967744,1.166191304347826,1.0,0.4820096618357489,0,1,1.0,0.8594444444444443,0.0,0.8296666666666667,0.5497055555555554,0.6727,risque_faible
555,couple,2648.7,dubaï,été,5,hôtel,1191.87,ensoleillé,business,2,retard_vol,1,1,séjour mitigé.,529.74,0.4499830105334692,0.0,0.0,0.0,0.0,1.0,1.0,0.0,35.27,0.0,0.0,22.79,92.0,25.07725,55.30927,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,128.17,54.13,71.91,2.19,2208.0,Open-Meteo Air Quality API,2025-06-01/2025-08-31,1456.83,291.366,0.4342131147540983,1.7026714285714284,0.0,0.0,0,1,1.0,0.3183333333333331,1.0,0.1348333333333333,0.5018666666666666,0.3002,risque_eleve
556,senior,6179.13,sydney,hiver,12,appartement,1105.67,nuageux,plage,1,météo,0,1,séjour mitigé.,514.9275,0.1789361932828731,0.0,0.0,0.0,0.0,1.0,0.0,1.0,22.44,3.42,39.0,20.67,90.0,-33.86785,151.20732,Open-Meteo Historical Weather API,2024-12-01/2025-02-28,12.57,9.86,34.15,2.24,2160.0,Open-Meteo Air Quality API,2024-12-01/2025-02-28,5073.46,422.78833333333336,0.77239125,0.8505153846153847,0.2779890624999999,0.8327606837606837,0,1,0.7,0.9688888888888888,0.0,0.7641666666666667,0.5683611111111111,0.4999,risque_moyen
557,business,2027.75,rome,automne,5,villa,1166.46,nuageux,business,2,météo,1,0,séjour mitigé.,405.55,0.5752484280606583,0.0,0.0,1.0,1.0,1.0,0.0,1.0,17.21,4.01,24.0,12.75,91.0,41.89193,12.51133,Open-Meteo Historical Weather API,2025-09-01/2025-11-30,13.51,9.22,34.28,0.79,2184.0,Open-Meteo Air Quality API,2025-09-01/2025-11-30,861.29,172.25799999999998,0.5199358974358974,2.5921333333333334,0.0,0.0,1,0,0.7,0.6783333333333335,0.0,0.762,0.4660166666666667,0.3199,risque_eleve
558,business,2149.78,rome,automne,5,villa,1114.3,variable,business,2,retard_vol,1,1,séjour mitigé.,429.956,0.5183321084017899,0.0,1.0,1.0,1.0,1.0,1.0,0.0,17.21,4.01,24.0,12.75,91.0,41.89193,12.51133,Open-Meteo Historical Weather API,2025-09-01/2025-11-30,13.51,9.22,34.28,0.79,2184.0,Open-Meteo Air Quality API,2025-09-01/2025-11-30,1035.4800000000002,207.0960000000001,0.5512256410256411,2.4762222222222223,0.0015320512820513,0.0,1,0,0.45,0.6783333333333335,0.0,0.762,0.4660166666666667,0.2904,risque_eleve
559,senior,5484.9,lisbonne,hiver,9,villa,911.56,pluie,plage,2,annulation,1,0,séjour mitigé.,609.4333333333333,0.1661944611569946,0.0,1.0,0.0,1.0,1.0,1.0,0.0,12.63,2.92,26.0,17.53,90.0,38.72509,-9.1498,Open-Meteo Historical Weather API,2024-12-01/2025-02-28,19.66,13.91,36.49,0.38,2160.0,Open-Meteo Air Quality API,2024-12-01/2025-02-28,4573.34,508.1488888888889,1.6132058823529412,2.398842105263158,1.0,0.0,0,0,0.25,0.423888888888889,0.0,0.7251666666666666,0.3659111111111111,0.3539,risque_eleve
560,couple,8479.56,bali,été,11,resort,1082.55,ensoleillé,plage,5,aucun,0,1,excellent séjour.,770.8690909090909,0.1276658222832316,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.53,3.21,49.0,18.92,92.0,-8.65,115.21667,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,13.38,9.86,30.22,1.86,2208.0,Open-Meteo Air Quality API,2025-06-01/2025-08-31,7397.009999999999,672.4554545454545,1.3676709677419354,0.9413478260869564,1.0,0.7318357487922706,1,1,1.0,0.8594444444444443,0.0,0.8296666666666667,0.5497055555555554,0.8977,risque_faible
561,couple,4258.3,sydney,été,8,villa,1241.22,nuageux,plage,1,bagages,1,1,séjour mitigé.,532.2875,0.2914825164971937,0.0,0.0,0.0,1.0,1.0,1.0,0.0,12.22,4.06,27.0,18.74,92.0,-33.86785,151.20732,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,10.19,9.26,31.56,0.49,2208.0,Open-Meteo Air Quality API,2025-06-01/2025-08-31,3017.08,377.135,0.5322875,0.9547846153846156,0.0,0.7169059829059828,1,1,0.7,0.4011111111111112,0.0,0.8073333333333333,0.3825888888888888,0.559,risque_moyen
562,business,1401.86,dubaï,printemps,3,villa,1310.82,ensoleillé,business,2,météo,1,0,séjour mitigé.,467.2866666666666,0.9350577090436992,0.0,0.0,1.0,1.0,1.0,0.0,1.0,28.3,0.01,0.0,22.56,92.0,25.07725,55.30927,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,70.72,36.99,63.06,2.2,2208.0,Open-Meteo Air Quality API,2025-03-01/2025-05-31,91.03999999999996,30.346666666666653,0.2298131147540983,1.8726,0.0,0.0,1,0,1.0,0.7055555555555555,1.0,0.2823333333333333,0.6816444444444444,0.3818,risque_eleve
563,famille,6946.53,new york,automne,7,hôtel,1069.4,variable,gastronomie,1,météo,1,1,séjour mitigé.,992.3614285714284,0.1539473665268846,0.0,1.0,0.0,0.0,1.0,0.0,1.0,13.97,3.07,25.0,15.38,91.0,40.71427,-74.00597,Open-Meteo Historical Weather API,2025-09-01/2025-11-30,11.7,11.28,42.27,0.76,2184.0,Open-Meteo Air Quality API,2025-09-01/2025-11-30,5877.129999999999,839.5899999999999,1.068696923076923,1.2581176470588236,0.6483711538461536,0.3798692810457517,1,0,0.45,0.4983333333333334,0.0,0.6288333333333334,0.3630666666666667,0.5275,risque_moyen
564,famille,7288.2,sydney,hiver,12,villa,1030.44,ensoleillé,randonnée,3,retard_vol,0,1,séjour mitigé.,607.35,0.1413847040421503,0.0,0.0,0.0,1.0,1.0,1.0,0.0,22.44,3.42,39.0,20.67,90.0,-33.86785,151.20732,Open-Meteo Historical Weather API,2024-12-01/2025-02-28,12.57,9.86,34.15,2.24,2160.0,Open-Meteo Air Quality API,2024-12-01/2025-02-28,6257.76,521.48,0.911025,0.7926461538461539,0.4512812499999999,0.897059829059829,0,1,1.0,0.9688888888888888,0.0,0.7641666666666667,0.5683611111111111,0.596,risque_moyen
565,couple,3010.15,dubaï,hiver,6,resort,1206.5,nuageux,business,2,météo,1,0,séjour mitigé.,501.69166666666666,0.4008105908343438,0.0,0.0,0.0,1.0,1.0,0.0,1.0,20.21,0.09,2.0,19.57,90.0,25.07725,55.30927,Open-Meteo Historical Weather API,2024-12-01/2025-02-28,59.55,32.47,55.0,1.03,2160.0,Open-Meteo Air Quality API,2024-12-01/2025-02-28,1803.65,300.6083333333333,0.4934672131147541,1.7235714285714283,0.0,0.0,0,1,0.7,0.8450000000000001,0.0,0.4166666666666666,0.42075,0.2545,risque_eleve
566,couple,3834.48,lisbonne,hiver,6,hôtel,1007.52,variable,culture,4,aucun,0,1,excellent séjour.,639.08,0.2627527070163359,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.63,2.92,26.0,17.53,90.0,38.72509,-9.1498,Open-Meteo Historical Weather API,2024-12-01/2025-02-28,19.66,13.91,36.49,0.38,2160.0,Open-Meteo Air Quality API,2024-12-01/2025-02-28,2826.96,471.16,1.1277882352941178,2.651368421052632,0.7222352941176471,0.0,1,1,0.45,0.423888888888889,0.0,0.7251666666666666,0.3659111111111111,0.6001,risque_faible
567,couple,8235.7,lisbonne,automne,15,villa,972.97,nuageux,plage,2,retard_vol,1,0,séjour mitigé.,549.0466666666667,0.1181405345022281,1.0,0.0,0.0,1.0,1.0,1.0,0.0,18.72,2.83,21.0,17.54,91.0,38.72509,-9.1498,Open-Meteo Historical Weather API,2025-09-01/2025-11-30,15.83,9.72,31.17,0.9,2184.0,Open-Meteo Air Quality API,2025-09-01/2025-11-30,7262.73,484.182,2.422264705882353,2.5604473684210527,1.0,0.0,1,1,0.7,0.7622222222222221,0.0,0.8138333333333333,0.5109277777777776,0.7253,risque_faible
568,solo,1464.6,tokyo,été,5,resort,640.08,nuageux,gastronomie,4,aucun,0,1,excellent séjour.,292.92,0.437034002458009,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27.71,2.91,31.0,13.49,92.0,35.6895,139.69171,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,24.0,22.42,51.6,1.83,2208.0,Open-Meteo Air Quality API,2025-06-01/2025-08-31,824.5199999999999,164.90399999999997,0.2034166666666666,0.6096,0.0,1.0,0,0,0.7,0.7383333333333333,0.0,0.4733333333333333,0.4004166666666666,0.312,risque_eleve
569,couple,6467.05,dubaï,été,10,appartement,1340.45,ensoleillé,plage,2,annulation,0,1,séjour mitigé.,646.705,0.207273795625517,0.0,0.0,0.0,0.0,1.0,1.0,0.0,35.27,0.0,0.0,22.79,92.0,25.07725,55.30927,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,128.17,54.13,71.91,2.19,2208.0,Open-Meteo Air Quality API,2025-06-01/2025-08-31,5126.6,512.6600000000001,1.060172131147541,1.9149285714285715,0.6377151639344261,0.0,1,0,1.0,0.3183333333333331,1.0,0.1348333333333333,0.5018666666666666,0.5388,risque_moyen
570,couple,5593.3,sydney,été,10,hôtel,1327.27,ensoleillé,randonnée,2,retard_vol,1,0,séjour mitigé.,559.33,0.237296408202671,0.0,0.0,0.0,0.0,1.0,1.0,0.0,12.22,4.06,27.0,18.74,92.0,-33.86785,151.20732,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,10.19,9.26,31.56,0.49,2208.0,Open-Meteo Air Quality API,2025-06-01/2025-08-31,4266.030000000001,426.60300000000007,0.6991625,1.020976923076923,0.1864531249999999,0.6433589743589745,0,1,1.0,0.4011111111111112,0.0,0.8073333333333333,0.3825888888888888,0.4539,risque_moyen
571,couple,10165.47,paris,automne,11,appartement,916.08,nuageux,culture,1,météo,0,1,séjour mitigé.,924.1336363636364,0.0901168367030742,0.0,0.0,0.0,0.0,1.0,0.0,1.0,12.33,2.12,33.0,16.01,91.0,48.85341,2.3488,Open-Meteo Historical Weather API,2025-09-01/2025-11-30,12.19,8.6,34.88,0.44,2184.0,Open-Meteo Air Quality API,2025-09-01/2025-11-30,9249.39,840.8536363636363,2.42035,2.617371428571429,1.0,0.0,1,0,0.7,0.4072222222222222,0.0,0.752,0.3681277777777778,0.5882,risque_moyen
572,senior,2562.07,tokyo,automne,7,resort,811.2,pluie,gastronomie,3,météo,1,1,séjour mitigé.,366.0100000000001,0.3166189838685125,0.0,1.0,0.0,1.0,1.0,0.0,1.0,18.79,4.52,34.0,12.27,91.0,35.6895,139.69171,Open-Meteo Historical Weather API,2025-09-01/2025-11-30,28.46,27.24,54.08,0.85,2184.0,Open-Meteo Air Quality API,2025-09-01/2025-11-30,1750.87,250.1242857142857,0.3558430555555555,0.7725714285714286,0.0,0.9193650793650794,1,0,0.25,0.7661111111111111,0.0,0.432,0.3977388888888888,0.4232,risque_moyen
573,senior,10276.07,bali,été,17,appartement,1113.77,ensoleillé,gastronomie,3,retard_vol,0,0,séjour mitigé.,604.474705882353,0.1083848202668919,1.0,0.0,0.0,0.0,1.0,1.0,0.0,25.53,3.21,49.0,18.92,92.0,-8.65,115.21667,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,13.38,9.86,30.22,1.86,2208.0,Open-Meteo Air Quality API,2025-06-01/2025-08-31,9162.3,538.9588235294117,1.6574306451612904,0.968495652173913,1.0,0.7016714975845411,1,1,1.0,0.8594444444444443,0.0,0.8296666666666667,0.5497055555555554,0.8923,risque_faible
574,business,3283.51,lisbonne,hiver,6,appartement,982.43,pluie,business,1,bagages,1,0,séjour mitigé.,547.2516666666667,0.2992011597345523,0.0,1.0,1.0,0.0,1.0,1.0,0.0,12.63,2.92,26.0,17.53,90.0,38.72509,-9.1498,Open-Meteo Historical Weather API,2024-12-01/2025-02-28,19.66,13.91,36.49,0.38,2160.0,Open-Meteo Air Quality API,2024-12-01/2025-02-28,2301.0800000000004,383.5133333333334,0.9657382352941176,2.5853421052631576,0.5196727941176471,0.0,1,0,0.25,0.423888888888889,0.0,0.7251666666666666,0.3659111111111111,0.3994,risque_eleve
575,senior,8803.53,lisbonne,été,17,appartement,801.37,ensoleillé,gastronomie,2,retard_vol,1,1,séjour mitigé.,517.854705882353,0.0910282579828773,1.0,0.0,0.0,0.0,1.0,1.0,0.0,23.39,0.06,1.0,17.22,92.0,38.72509,-9.1498,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,19.54,10.92,32.89,2.16,2208.0,Open-Meteo Air Quality API,2025-06-01/2025-08-31,8002.160000000001,470.7152941176471,2.589273529411765,2.108868421052632,1.0,0.0,1,1,1.0,0.9783333333333332,0.0,0.7851666666666667,0.5779666666666666,0.7694,risque_faible
576,solo,4218.36,dubaï,printemps,8,villa,963.19,variable,plage,3,bagages,1,0,séjour mitigé.,527.295,0.2283328118036393,0.0,1.0,0.0,1.0,1.0,1.0,0.0,28.3,0.01,0.0,22.56,92.0,25.07725,55.30927,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,70.72,36.99,63.06,2.2,2208.0,Open-Meteo Air Quality API,2025-03-01/2025-05-31,3255.17,406.89625,0.6915344262295081,1.3759857142857144,0.1769180327868851,0.2489047619047618,0,0,0.45,0.7055555555555555,1.0,0.2823333333333333,0.6816444444444444,0.2301,risque_eleve
577,solo,7351.2,new york,automne,9,appartement,838.37,nuageux,plage,3,météo,1,1,séjour mitigé.,816.8,0.1140453259331809,0.0,0.0,0.0,0.0,1.0,0.0,1.0,13.97,3.07,25.0,15.38,91.0,40.71427,-74.00597,Open-Meteo Historical Weather API,2025-09-01/2025-11-30,11.7,11.28,42.27,0.76,2184.0,Open-Meteo Air Quality API,2025-09-01/2025-11-30,6512.83,723.6477777777777,1.1309538461538462,0.9863176470588236,0.7261923076923077,0.6818692810457516,0,1,0.7,0.4983333333333334,0.0,0.6288333333333334,0.3630666666666667,0.5736,risque_moyen
578,business,2409.74,new york,automne,3,appartement,1117.15,ensoleillé,business,4,annulation,1,0,excellent séjour.,803.2466666666666,0.4635977325354603,0.0,0.0,1.0,0.0,1.0,1.0,0.0,13.97,3.07,25.0,15.38,91.0,40.71427,-74.00597,Open-Meteo Historical Weather API,2025-09-01/2025-11-30,11.7,11.28,42.27,0.76,2184.0,Open-Meteo Air Quality API,2025-09-01/2025-11-30,1292.5899999999997,430.8633333333332,0.3707292307692307,1.3142941176470588,0.0,0.3174509803921569,1,0,1.0,0.4983333333333334,0.0,0.6288333333333334,0.3630666666666667,0.4007,risque_moyen
579,solo,9923.9,lisbonne,printemps,16,appartement,940.23,ensoleillé,plage,4,bagages,1,1,excellent séjour.,620.24375,0.0947440018541097,1.0,0.0,0.0,0.0,1.0,1.0,0.0,15.64,3.53,41.0,19.08,92.0,38.72509,-9.1498,Open-Meteo Historical Weather API,2025-03-01/2025-05-31,15.2,9.48,34.11,1.3,2208.0,Open-Meteo Air Quality API,2025-03-01/2025-05-31,8983.67,561.479375,2.918794117647059,2.4742894736842107,1.0,0.0,0,1,1.0,0.5911111111111111,0.0,0.7648333333333334,0.4363388888888889,0.5724,risque_moyen
580,business,1950.58,dubaï,hiver,3,hôtel,1141.61,nuageux,business,3,météo,1,1,séjour mitigé.,650.1933333333333,0.5852669462416307,0.0,0.0,1.0,0.0,1.0,0.0,1.0,20.21,0.09,2.0,19.57,90.0,25.07725,55.30927,Open-Meteo Historical Weather API,2024-12-01/2025-02-28,59.55,32.47,55.0,1.03,2160.0,Open-Meteo Air Quality API,2024-12-01/2025-02-28,808.97,269.6566666666667,0.3197672131147541,1.6308714285714283,0.0,0.0,1,1,0.7,0.8450000000000001,0.0,0.4166666666666666,0.42075,0.4345,risque_moyen
581,business,1665.29,tokyo,été,5,villa,821.92,ensoleillé,business,4,aucun,0,1,excellent séjour.,333.058,0.4935596802959244,0.0,0.0,1.0,1.0,0.0,0.0,0.0,27.71,2.91,31.0,13.49,92.0,35.6895,139.69171,Open-Meteo Historical Weather API,2025-06-01/2025-08-31,24.0,22.42,51.6,1.83,2208.0,Open-Meteo Air Quality API,2025-06-01/2025-08-31,843.37,168.674,0.2312902777777777,0.7827809523809524,0.0,0.908021164021164,1,0,1.0,0.7383333333333333,0.0,0.4733333333333333,0.4004166666666666,0.5115,risque_moyen
582,solo,4953.47,dubaï,automne,10,appartement,991.6,pluie,culture,3,bagages,1,1,séjour mitigé.,495.347,0.2001829020868199,0.0,1.0,0.0,0.0,1.0,1.0,0.0,29.44,0.0,0.0,20.09,91.0,25.07725,55.30927,Open-Meteo Historical Weather API,2025-09-01/2025-11-30,80.53,41.8,60.89,1.56,2184.0,Open-Meteo Air Quality API,2025-09-01/2025-11-30,3961.87,396.187,0.812044262295082,1.4165714285714286,0.3275553278688524,0.2038095238095238,1,1,0.25,0.6422222222222221,1.0,0.3185,0.6703277777777777,0.5388,risque_moyen
