trip_id,client_type,budget_total,destination,saison,duree_jours,type_hebergement,prix_vol,meteo_prevue,activite_principale,satisfaction_client,imprevus,reorganisation_necessaire,respect_budget,retour_client,reste_budget_apres_vol,budget_apres_vol_par_jour,score_budget_destination,score_prix_vol_coherent,score_adequation_activite_profil,score_meteo_prevue,score_contexte_destination,score_potentiel_satisfaction,niveau_risque_satisfaction
913,couple,9979.45,tokyo,automne,35,villa,951.08,nuageux,plage,4,bagages,0,1,"très satisfait, je recommande.",9028.37,257.9534285714286,1.0,0.7713439153439152,1,0.7,0.3977388888888888,0.8506,risque_faible
914,famille,15529.17,paris,automne,12,hôtel,1317.5,nuageux,culture,4,météo,0,1,excellent séjour.,14211.67,1184.305833333333,1.0,0.0,1,0.7,0.3681277777777778,0.5882,risque_moyen
915,solo,6674.36,new york,automne,5,villa,1017.39,nuageux,culture,4,météo,1,1,très bon rapport qualité-prix.,5656.969999999999,1131.3939999999998,0.5960307692307689,0.447856209150327,1,0.7,0.3630666666666667,0.5551,risque_moyen
917,senior,1499.3,sydney,hiver,21,villa,924.15,ensoleillé,plage,1,retard_vol,0,0,,575.15,27.38809523809524,0.0,0.9879059829059827,0,1.0,0.5683611111111111,0.366,risque_eleve
918,senior,10056.67,bali,hiver,10,resort,1135.47,nuageux,plage,1,retard_vol,1,1,à éviter.,8921.2,892.1200000000001,1.0,0.6807053140096618,0,0.7,0.5211222222222222,0.5491,risque_moyen
919,couple,6682.98,lisbonne,printemps,17,hôtel,1632.8,ensoleillé,plage,2,retard_vol,1,1,déçu par l'organisation.,5050.179999999999,297.0694117647058,1.0,0.0,1,1.0,0.4363388888888889,0.7524,risque_faible
920,senior,10461.14,bali,été,6,villa,1024.61,variable,culture,1,météo,1,1,très mauvaise expérience.,9436.53,1572.755,1.0,0.787816425120773,1,0.45,0.5497055555555554,0.7218,risque_faible
921,couple,4771.32,rome,hiver,10,,1221.03,ensoleillé,business,2,météo,1,1,de nombreux problèmes rencontrés.,3550.29,355.029,0.8417692307692306,0.0,0,1.0,0.2807999999999999,0.3894,risque_eleve
922,solo,10274.74,bali,automne,13,appartement,698.44,ensoleillé,culture,2,bagages,0,1,déçu par l'organisation.,9576.3,736.6384615384615,1.0,1.0,1,1.0,0.5225333333333333,0.9427,risque_faible
924,senior,3969.08,bali,été,6,hôtel,990.11,ensoleillé,business,2,aucun,0,1,à éviter.,2978.97,496.495,0.1127177419354838,0.8211497584541062,0,1.0,0.5497055555555554,0.4853,risque_moyen
925,couple,5306.37,new york,hiver,6,villa,1399.54,variable,,5,aucun,0,1,très bon rapport qualité-prix.,3906.83,651.1383333333333,0.3329557692307691,0.0,0,0.45,0.1832,0.2892,risque_eleve
926,famille,2095.08,rome,printemps,15,villa,1084.99,,plage,4,retard_vol,0,0,excellent séjour.,1010.09,67.33933333333333,0.0,0.0,1,0.5,0.4113722222222222,0.4094,risque_moyen
927,solo,14949.08,rome,hiver,16,villa,,ensoleillé,business,3,retard_vol,1,1,dans l'ensemble satisfaisant.,,,1.0,0.5,0,1.0,0.2807999999999999,0.5237,risque_moyen
929,senior,9523.97,paris,été,19,villa,996.75,,plage,5,aucun,0,1,"parfait, rien à redire.",8527.22,448.8010526315789,1.0,0.0,0,0.5,0.5546333333333333,0.4066,risque_moyen
930,business,4758.27,lisbonne,automne,11,appartement,,pluie,gastronomie,2,bagages,0,1,déçu par l'organisation.,,,1.0,0.5,0,0.25,0.5109277777777776,0.4613,risque_moyen
931,senior,2680.52,lisbonne,printemps,8,villa,914.59,variable,business,2,retard_vol,1,1,à éviter.,1765.9299999999998,220.74125,0.2979852941176469,0.0,0,0.45,0.4363388888888889,0.1898,risque_eleve
932,senior,5980.53,paris,printemps,17,villa,1326.49,pluie,plage,3,retard_vol,0,1,séjour mitigé.,4654.04,273.7670588235294,1.0,0.0,0,0.25,0.3504166666666666,0.3521,risque_eleve
933,solo,11366.21,dubaï,printemps,13,villa,1013.42,pluie,gastronomie,5,retard_vol,1,1,une expérience inoubliable.,10352.79,796.3684615384615,1.0,0.1691746031746034,0,0.25,0.6816444444444444,0.4222,risque_moyen
934,couple,4823.37,dubaï,automne,5,resort,1211.68,ensoleillé,,1,aucun,0,1,très mauvaise expérience.,3611.69,722.338,0.3008954918032785,0.0,0,1.0,0.6703277777777777,0.4047,risque_moyen
935,business,3412.27,lisbonne,automne,5,hôtel,994.19,pluie,plage,3,météo,1,1,dans l'ensemble satisfaisant.,2418.08,483.616,0.5670110294117647,0.0,0,0.25,0.5109277777777776,0.3701,risque_eleve
936,business,7551.14,bali,printemps,12,resort,1131.39,variable,plage,2,météo,1,1,déçu par l'organisation.,6419.75,534.9791666666666,0.8349072580645162,0.684647342995169,0,0.45,0.5140166666666667,0.4727,risque_moyen
937,solo,8937.06,bali,automne,9,appartement,829.98,pluie,culture,2,météo,1,1,de nombreux problèmes rencontrés.,8107.08,900.7866666666666,1.0,0.9758647342995168,1,0.25,0.5225333333333333,0.8484,risque_faible
938,famille,13551.25,tokyo,hiver,10,appartement,,pluie,business,3,retard_vol,1,1,séjour correct mais perfectible.,,,1.0,0.5,0,0.25,0.1438499999999999,0.5373,risque_moyen
939,business,8351.03,lisbonne,automne,15,appartement,1129.84,nuageux,plage,2,météo,0,1,je ne recommande pas.,7221.19,481.4126666666667,1.0,0.0,0,0.7,0.5109277777777776,0.4253,risque_moyen
940,couple,9521.87,dubaï,hiver,14,appartement,973.24,pluie,randonnée,4,aucun,0,1,"parfait, rien à redire.",8548.630000000001,610.6164285714286,1.0,0.232952380952381,0,0.25,0.42075,0.4024,risque_moyen
941,senior,9825.56,new york,printemps,17,villa,1103.25,variable,plage,5,aucun,0,1,excellent séjour.,8722.31,513.0770588235293,1.0,0.3356209150326799,0,0.45,0.3306888888888888,0.4341,risque_moyen
942,couple,2272.74,rome,automne,3,villa,1153.91,ensoleillé,plage,5,aucun,0,0,une expérience inoubliable.,1118.8299999999997,372.9433333333332,0.0409423076923075,0.0,1,1.0,0.4660166666666667,0.4874,risque_moyen
943,famille,3037.92,dubaï,hiver,11,resort,952.82,ensoleillé,culture,2,aucun,0,1,,2085.1,189.55454545454543,0.0,0.2653650793650792,1,1.0,0.42075,0.5183,risque_moyen
944,senior,2551.56,lisbonne,printemps,13,villa,1083.49,nuageux,culture,1,retard_vol,1,0,très mauvaise expérience.,1468.07,112.92846153846152,0.2505735294117646,0.0,1,0.7,0.4363388888888889,0.3865,risque_eleve
945,famille,1550.12,tokyo,printemps,3,villa,848.51,nuageux,culture,4,aucun,0,0,une expérience inoubliable.,701.6099999999999,233.87,0.0,0.8798835978835979,1,0.7,0.3183611111111111,0.5806,risque_moyen
946,couple,10132.89,new york,printemps,7,appartement,1746.66,pluie,gastronomie,3,bagages,0,1,dans l'ensemble satisfaisant.,8386.23,1198.032857142857,1.0,0.0,1,0.25,0.3306888888888888,0.5297,risque_moyen
947,business,8094.06,tokyo,été,6,,1401.84,,culture,4,aucun,0,1,excellent séjour.,6692.22,1115.37,0.7177187500000001,0.2943492063492064,0,0.5,0.4004166666666666,0.362,risque_eleve
948,senior,7244.69,new york,automne,10,villa,1191.19,nuageux,plage,3,aucun,0,1,dans l'ensemble satisfaisant.,6053.5,605.35,0.7057096153846151,0.2206666666666668,0,0.7,0.3630666666666667,0.3649,risque_eleve
950,couple,15215.79,dubaï,printemps,20,villa,587.56,pluie,business,5,météo,1,1,très bon rapport qualité-prix.,14628.23,731.4115,1.0,0.8451428571428572,0,0.25,0.6816444444444444,0.6639,risque_faible
952,senior,15201.01,tokyo,printemps,13,villa,1010.99,pluie,business,4,bagages,0,1,une expérience inoubliable.,14190.02,1091.54,1.0,0.7079470899470899,0,0.25,0.3183611111111111,0.4756,risque_moyen
953,solo,1077.76,bali,printemps,13,resort,748.54,pluie,business,4,bagages,0,0,excellent séjour.,329.22,25.324615384615388,0.0,1.0,0,0.25,0.5140166666666667,0.2717,risque_eleve
954,famille,3646.77,bali,hiver,12,appartement,1054.59,,culture,4,retard_vol,1,1,une expérience inoubliable.,2592.1800000000003,216.015,0.047735887096774,0.7588502415458939,1,0.5,0.5211222222222222,0.5725,risque_moyen
956,couple,8384.81,bali,automne,11,villa,1364.67,nuageux,gastronomie,1,retard_vol,1,1,à éviter.,7020.139999999999,638.1945454545454,1.0,0.459256038647343,1,0.7,0.5225333333333333,0.8094,risque_faible
957,famille,2481.53,paris,automne,18,hôtel,812.95,pluie,plage,4,bagages,0,1,une expérience inoubliable.,1668.5800000000002,92.6988888888889,0.0510505952380951,0.0,1,0.25,0.3681277777777778,0.2685,risque_eleve
958,business,2595.52,tokyo,été,15,appartement,1225.1,,plage,3,bagages,0,0,séjour correct mais perfectible.,1370.42,91.36133333333332,0.0,0.4813756613756614,0,0.5,0.4004166666666666,0.1947,risque_eleve
959,famille,1387.28,rome,été,5,villa,1121.86,ensoleillé,plage,4,aucun,0,0,très bon rapport qualité-prix.,265.4200000000001,53.08400000000002,0.0,0.0,1,1.0,0.4642444444444444,0.4757,risque_moyen
960,solo,10059.85,bali,été,14,resort,1211.13,nuageux,plage,4,météo,1,1,excellent séjour.,8848.720000000001,632.0514285714287,1.0,0.6076038647342994,0,0.7,0.5497055555555554,0.5393,risque_moyen
961,business,9794.04,sydney,été,14,villa,978.7,variable,randonnée,3,météo,0,1,"quelques imprévus, globalement bien.",8815.34,629.6671428571428,0.8428187500000001,0.9412820512820512,0,0.45,0.3825888888888888,0.5053,risque_moyen
962,business,14233.74,rome,printemps,11,appartement,1488.68,pluie,culture,2,aucun,0,1,de nombreux problèmes rencontrés.,12745.06,1158.641818181818,1.0,0.0,0,0.25,0.4113722222222222,0.3594,risque_eleve
965,business,1722.82,new york,automne,11,,906.18,ensoleillé,plage,4,météo,1,0,très bon rapport qualité-prix.,816.64,74.24,0.0,0.5932287581699346,0,1.0,0.3630666666666667,0.2703,risque_eleve
966,business,5572.45,rome,été,11,villa,1317.08,pluie,culture,3,aucun,0,1,"quelques imprévus, globalement bien.",4255.37,386.85181818181815,1.0,0.0,0,0.25,0.4642444444444444,0.3657,risque_eleve
967,famille,4830.98,bali,automne,3,resort,1102.01,variable,randonnée,3,météo,1,1,séjour mitigé.,3728.9699999999993,1242.9899999999998,0.2864879032258063,0.7130338164251209,0,0.45,0.5225333333333333,0.4453,risque_moyen
968,famille,8797.59,new york,hiver,9,appartement,1030.17,pluie,plage,5,aucun,0,1,excellent séjour.,7767.42,863.0466666666666,1.0,0.4311503267973855,1,0.25,0.1832,0.7096,risque_faible
969,senior,11026.67,new york,été,7,appartement,1287.46,pluie,randonnée,2,météo,1,1,de nombreux problèmes rencontrés.,9739.21,1391.3157142857142,1.0,0.0948235294117647,0,0.25,0.4609944444444444,0.5024,risque_moyen
970,solo,10921.96,rome,printemps,4,villa,1037.82,nuageux,randonnée,2,aucun,0,1,très mauvaise expérience.,9884.14,2471.035,1.0,0.0,1,0.7,0.4113722222222222,0.5934,risque_moyen
971,couple,3524.1,tokyo,printemps,17,hôtel,404.59,nuageux,randonnée,4,bagages,0,1,une expérience inoubliable.,3119.51,183.5005882352941,0.0,1.0,0,0.7,0.3183611111111111,0.4222,risque_moyen
972,solo,10951.82,new york,hiver,12,resort,297.15,variable,culture,5,aucun,0,1,très bon rapport qualité-prix.,10654.67,887.8891666666667,1.0,1.0,1,0.45,0.1832,0.716,risque_faible
973,business,6746.16,bali,hiver,10,villa,1459.01,pluie,culture,3,retard_vol,1,1,dans l'ensemble satisfaisant.,5287.15,528.7149999999999,0.6726129032258062,0.3681062801932369,0,0.25,0.5211222222222222,0.3471,risque_eleve
974,senior,5614.58,new york,automne,7,appartement,1447.71,nuageux,culture,3,aucun,0,1,peut mieux faire sur la logistique.,4166.87,595.2671428571429,0.392226923076923,0.0,1,0.7,0.3630666666666667,0.5374,risque_moyen
975,couple,4065.86,paris,printemps,11,appartement,1623.81,nuageux,plage,2,aucun,0,0,de nombreux problèmes rencontrés.,2442.05,222.00454545454548,0.5225773809523809,0.0,1,0.7,0.3504166666666666,0.4524,risque_moyen
976,senior,4665.22,bali,été,15,hôtel,1113.3,ensoleillé,culture,3,aucun,0,1,"quelques imprévus, globalement bien.",3551.92,236.79466666666667,0.2530685483870967,0.7021256038647343,1,1.0,0.5497055555555554,0.6832,risque_faible
977,famille,13952.49,sydney,été,6,resort,771.57,ensoleillé,culture,1,aucun,0,1,à éviter.,13180.92,2196.82,1.0,1.0,1,1.0,0.3825888888888888,0.9259,risque_faible
978,solo,,rome,printemps,10,villa,1005.55,ensoleillé,,4,aucun,0,1,une expérience inoubliable.,,,0.5,0.0,0,1.0,0.4113722222222222,0.3094,risque_eleve
979,business,,new york,été,14,hôtel,1121.06,nuageux,culture,2,météo,1,1,à éviter.,,,0.5,0.3123398692810458,0,0.7,0.4609944444444444,0.4555,risque_moyen
980,famille,5866.1,tokyo,hiver,3,appartement,848.11,variable,gastronomie,2,retard_vol,1,1,je ne recommande pas.,5017.990000000001,1672.6633333333336,0.3309201388888889,0.8803068783068783,1,0.45,0.1438499999999999,0.6224,risque_faible
981,famille,16791.08,bali,automne,10,villa,1559.82,nuageux,gastronomie,4,aucun,0,1,"parfait, rien à redire.",15231.260000000002,1523.1260000000002,1.0,0.2707053140096619,1,0.7,0.5225333333333333,0.7754,risque_faible
982,solo,12188.41,lisbonne,automne,8,hôtel,1718.19,ensoleillé,plage,5,météo,1,1,très bon rapport qualité-prix.,10470.22,1308.7775,1.0,0.0,0,1.0,0.5109277777777776,0.5813,risque_moyen
983,senior,4015.24,bali,automne,9,villa,1246.18,ensoleillé,gastronomie,2,retard_vol,1,1,très mauvaise expérience.,2769.0599999999995,307.6733333333333,0.122024193548387,0.5737391304347826,1,1.0,0.5225333333333333,0.5001,risque_moyen
984,business,5820.24,rome,été,7,resort,1115.09,nuageux,plage,5,météo,1,1,"très satisfait, je recommande.",4705.15,672.1642857142857,1.0,0.0,0,0.7,0.4642444444444444,0.4197,risque_moyen
985,senior,6059.74,lisbonne,hiver,11,villa,770.95,variable,plage,3,météo,1,1,peut mieux faire sur la logistique.,5288.79,480.7990909090909,1.0,0.0,0,0.45,0.3659111111111111,0.3779,risque_eleve
986,business,7512.45,dubaï,automne,20,villa,1532.44,nuageux,,5,aucun,0,1,"très satisfait, je recommande.",5980.01,299.0005,0.851936475409836,0.0,0,0.7,0.6703277777777777,0.403,risque_moyen
987,solo,4095.25,dubaï,printemps,8,villa,1138.45,pluie,business,2,météo,1,1,très mauvaise expérience.,2956.8,369.6,0.1516905737704917,0.0,0,0.25,0.6816444444444444,0.1543,risque_eleve
988,business,8694.19,paris,hiver,11,hôtel,1040.5,variable,randonnée,5,météo,1,1,excellent séjour.,7653.69,695.7900000000001,1.0,0.0,0,0.45,0.17495,0.475,risque_moyen
989,famille,12781.72,rome,printemps,20,appartement,1246.95,ensoleillé,randonnée,4,bagages,0,1,très bon rapport qualité-prix.,11534.77,576.7384999999999,1.0,0.0,0,1.0,0.4113722222222222,0.5694,risque_moyen
990,famille,1624.82,new york,automne,7,villa,961.03,pluie,randonnée,4,bagages,0,0,très bon rapport qualité-prix.,663.79,94.82714285714285,0.0,0.521529411764706,0,0.25,0.3630666666666667,0.2874,risque_eleve
991,senior,2373.06,rome,été,19,resort,,variable,business,3,bagages,0,0,séjour correct mais perfectible.,,,0.0730961538461537,0.5,0,0.45,0.4642444444444444,0.2202,risque_eleve
992,business,4974.94,rome,automne,10,resort,731.42,nuageux,culture,3,météo,1,1,séjour mitigé.,4243.52,424.352,0.9070320512820512,0.0,0,0.7,0.4660166666666667,0.3939,risque_eleve
993,couple,5161.97,sydney,automne,19,hôtel,1409.34,ensoleillé,business,3,aucun,0,1,séjour correct mais perfectible.,3752.63,197.5068421052632,0.1190578124999999,0.5732136752136754,0,1.0,0.5032777777777777,0.4369,risque_moyen
995,business,10964.89,paris,automne,11,villa,1428.56,variable,plage,4,météo,1,1,"très satisfait, je recommande.",9536.33,866.9390909090909,1.0,0.0,0,0.45,0.3681277777777778,0.3782,risque_eleve
996,senior,10733.4,paris,printemps,10,appartement,1064.1,nuageux,culture,1,aucun,0,1,je ne recommande pas.,9669.3,966.93,1.0,0.0,1,0.7,0.3504166666666666,0.7061,risque_faible
997,business,5857.55,tokyo,été,7,,1081.5,pluie,randonnée,4,aucun,0,1,très bon rapport qualité-prix.,4776.05,682.2928571428572,0.3294357638888888,0.6333333333333333,0,0.25,0.4004166666666666,0.2843,risque_eleve
998,solo,5769.01,new york,hiver,10,appartement,,ensoleillé,culture,5,météo,0,1,"parfait, rien à redire.",,,0.4219249999999999,0.5,1,1.0,0.1832,0.6501,risque_faible
1000,solo,10077.54,rome,printemps,10,appartement,883.27,nuageux,gastronomie,4,aucun,0,1,excellent séjour.,9194.27,919.427,1.0,0.0,0,0.7,0.4113722222222222,0.5334,risque_moyen
1001,business,8904.91,rome,hiver,8,appartement,987.64,ensoleillé,business,2,retard_vol,1,1,à éviter.,7917.269999999999,989.65875,1.0,0.0,1,1.0,0.2807999999999999,0.6137,risque_faible
1002,senior,12111.71,new york,printemps,9,hôtel,1118.28,pluie,culture,4,météo,1,1,"très satisfait, je recommande.",10993.429999999998,1221.4922222222222,1.0,0.3159738562091504,1,0.25,0.3306888888888888,0.7066,risque_faible
1003,solo,6073.51,bali,hiver,15,villa,1150.49,variable,randonnée,3,annulation,1,1,peut mieux faire sur la logistique.,4923.02,328.20133333333337,0.5369979838709678,0.6661932367149758,1,0.45,0.5211222222222222,0.5668,risque_moyen
1004,couple,6352.06,new york,hiver,16,villa,660.77,variable,gastronomie,2,météo,1,1,déçu par l'organisation.,5691.290000000001,355.70562500000005,0.53405,0.9140261437908496,1,0.45,0.1832,0.69,risque_faible
1005,couple,7609.96,lisbonne,été,7,resort,1056.14,ensoleillé,plage,2,retard_vol,0,1,de nombreux problèmes rencontrés.,6553.82,936.26,1.0,0.0,1,1.0,0.5779666666666666,0.7694,risque_faible
1006,business,10521.91,new york,printemps,7,appartement,1331.12,ensoleillé,culture,3,aucun,0,1,peut mieux faire sur la logistique.,9190.79,1312.97,1.0,0.0377516339869283,0,1.0,0.3306888888888888,0.4465,risque_moyen
1008,famille,9893.25,lisbonne,printemps,18,villa,1057.77,variable,randonnée,2,aucun,0,1,de nombreux problèmes rencontrés.,8835.48,490.86,1.0,0.0,0,0.45,0.4363388888888889,0.5064,risque_moyen
1009,famille,6841.32,paris,été,16,villa,,nuageux,culture,2,aucun,0,1,je ne recommande pas.,,,1.0,0.5,1,0.7,0.5546333333333333,0.8206,risque_faible
1010,business,2653.46,lisbonne,printemps,4,villa,1084.24,pluie,plage,2,retard_vol,1,0,à éviter.,1569.22,392.305,0.2880367647058823,0.0,0,0.25,0.4363388888888889,0.163,risque_eleve
1011,famille,,new york,été,9,resort,841.82,nuageux,plage,3,météo,0,0,"quelques imprévus, globalement bien.",,,0.5,0.677359477124183,1,0.7,0.4609944444444444,0.7012,risque_faible
1012,senior,6373.47,new york,été,5,hôtel,,nuageux,culture,4,aucun,0,1,"très satisfait, je recommande.",,,0.5381673076923077,0.5,1,0.7,0.4609944444444444,0.68,risque_faible
1013,couple,12764.07,lisbonne,été,9,hôtel,1384.41,ensoleillé,plage,5,bagages,0,1,excellent séjour.,11379.66,1264.4066666666668,1.0,0.0,1,1.0,0.5779666666666666,0.7694,risque_faible
1014,famille,13679.68,new york,automne,18,hôtel,836.28,ensoleillé,gastronomie,3,aucun,0,1,dans l'ensemble satisfaisant.,12843.4,713.5222222222222,1.0,0.6846013071895425,1,1.0,0.3630666666666667,0.7468,risque_faible
1015,senior,8357.59,tokyo,printemps,3,hôtel,1017.64,ensoleillé,randonnée,2,retard_vol,1,1,déçu par l'organisation.,7339.95,2446.65,0.763470486111111,0.7009100529100529,0,1.0,0.3183611111111111,0.6181,risque_faible
1016,couple,14838.73,bali,hiver,3,hôtel,747.72,variable,plage,1,retard_vol,1,1,de nombreux problèmes rencontrés.,14091.01,4697.003333333333,1.0,1.0,1,0.45,0.5211222222222222,0.8765,risque_faible
1018,couple,10769.63,new york,automne,11,hôtel,1093.25,ensoleillé,culture,3,météo,1,1,séjour mitigé.,9676.38,879.670909090909,1.0,0.3486928104575164,1,1.0,0.3630666666666667,0.8063,risque_faible
1019,famille,5103.73,rome,hiver,13,hôtel,890.15,pluie,,2,aucun,0,1,de nombreux problèmes rencontrés.,4213.58,324.1215384615385,0.9483108974358972,0.0,0,0.25,0.2807999999999999,0.3292,risque_eleve
1020,famille,4848.11,dubaï,printemps,12,villa,1142.73,ensoleillé,plage,2,retard_vol,1,1,très mauvaise expérience.,3705.38,308.78166666666664,0.3059651639344261,0.0,1,1.0,0.6816444444444444,0.5875,risque_moyen
1021,famille,,new york,automne,16,appartement,795.44,ensoleillé,business,4,météo,1,1,une expérience inoubliable.,,,0.5,0.737986928104575,0,1.0,0.3630666666666667,0.5564,risque_moyen
1024,business,4335.65,tokyo,été,8,villa,832.1,pluie,culture,1,bagages,0,1,déçu par l'organisation.,3503.55,437.94375,0.0652170138888887,0.8972486772486773,0,0.25,0.4004166666666666,0.2578,risque_eleve
1025,business,3691.0,paris,été,14,appartement,1481.77,variable,culture,2,annulation,1,0,déçu par l'organisation.,2209.23,157.80214285714283,0.4110119047619047,0.0,0,0.45,0.5546333333333333,0.2356,risque_eleve
1026,solo,2163.99,paris,printemps,3,appartement,921.52,ensoleillé,business,3,bagages,0,0,peut mieux faire sur la logistique.,1242.4699999999998,414.1566666666666,0.0,0.0,0,1.0,0.3504166666666666,0.282,risque_eleve
1027,couple,6099.61,tokyo,automne,10,,1242.95,variable,gastronomie,5,retard_vol,1,1,"très satisfait, je recommande.",4856.66,485.666,0.3714600694444443,0.4624867724867725,1,0.45,0.3977388888888888,0.469,risque_moyen
1028,solo,14037.93,paris,printemps,11,appartement,893.87,variable,culture,1,retard_vol,1,1,déçu par l'organisation.,13144.06,1194.9145454545453,1.0,0.0,1,0.45,0.3504166666666666,0.6761,risque_faible
1029,senior,15370.3,bali,automne,16,resort,1321.56,variable,randonnée,1,météo,1,1,je ne recommande pas.,14048.74,878.04625,1.0,0.5009082125603866,0,0.45,0.5225333333333333,0.4869,risque_moyen
1031,famille,5494.16,bali,été,10,hôtel,1128.51,pluie,culture,5,aucun,0,1,très bon rapport qualité-prix.,4365.65,436.565,0.4201935483870966,0.6874299516908213,1,0.25,0.5497055555555554,0.5174,risque_moyen
1032,couple,2751.4,lisbonne,été,4,villa,1132.16,pluie,plage,3,météo,1,0,séjour mitigé.,1619.24,404.81,0.3240441176470587,0.0,1,0.25,0.5779666666666666,0.4901,risque_moyen
1033,couple,10910.95,lisbonne,été,12,resort,1741.85,pluie,randonnée,5,retard_vol,1,1,"très satisfait, je recommande.",9169.1,764.0916666666667,1.0,0.0,0,0.25,0.5779666666666666,0.4994,risque_moyen
1034,couple,8080.12,new york,automne,14,hôtel,1286.95,ensoleillé,plage,3,retard_vol,1,1,peut mieux faire sur la logistique.,6793.17,485.2264285714286,0.8663692307692306,0.0954901960784313,1,1.0,0.3630666666666667,0.7233,risque_faible
1035,solo,4356.08,lisbonne,printemps,16,resort,959.1,variable,plage,1,aucun,0,1,déçu par l'organisation.,3396.98,212.31125,0.9139999999999998,0.0,0,0.45,0.4363388888888889,0.3623,risque_eleve
1036,solo,7216.76,lisbonne,été,7,villa,1301.59,pluie,culture,3,météo,1,1,"quelques imprévus, globalement bien.",5915.17,845.0242857142857,1.0,0.0,1,0.25,0.5779666666666666,0.5594,risque_moyen
1037,famille,4998.09,bali,printemps,15,resort,1691.03,variable,culture,4,météo,0,1,"parfait, rien à redire.",3307.0600000000004,220.4706666666667,0.3201794354838709,0.1439323671497586,1,0.45,0.5140166666666667,0.5312,risque_moyen
1038,solo,13435.87,dubaï,printemps,17,villa,681.26,nuageux,gastronomie,3,annulation,1,1,séjour correct mais perfectible.,12754.61,750.2711764705882,1.0,0.6964126984126984,0,0.7,0.6816444444444444,0.5712,risque_moyen
1039,solo,9130.43,rome,printemps,3,villa,892.21,ensoleillé,plage,1,météo,1,1,à éviter.,8238.220000000001,2746.0733333333337,1.0,0.0,0,1.0,0.4113722222222222,0.4494,risque_moyen
1040,famille,9626.07,dubaï,hiver,13,hôtel,1054.51,,gastronomie,1,annulation,0,1,je ne recommande pas.,8571.56,659.3507692307692,1.0,0.103952380952381,1,0.5,0.42075,0.5892,risque_moyen
1042,famille,6654.57,paris,été,9,resort,1028.82,nuageux,culture,2,annulation,1,1,de nombreux problèmes rencontrés.,5625.75,625.0833333333334,1.0,0.0,1,0.7,0.5546333333333333,0.7306,risque_faible
1043,senior,41000.0,bali,été,4,hôtel,768.47,nuageux,culture,3,aucun,0,1,dans l'ensemble satisfaisant.,40231.53,10057.8825,1.0,1.0,1,0.7,0.5497055555555554,0.91,risque_faible
1044,famille,12273.6,lisbonne,été,15,villa,1494.26,ensoleillé,,2,bagages,0,1,de nombreux problèmes rencontrés.,10779.34,718.6226666666666,1.0,0.0,0,1.0,0.5779666666666666,0.5894,risque_moyen
1046,senior,41000.0,rome,printemps,9,resort,1064.34,nuageux,business,4,météo,0,1,"parfait, rien à redire.",39935.66,4437.295555555556,1.0,0.0,0,0.7,0.4113722222222222,0.4134,risque_moyen
1047,senior,2077.07,rome,printemps,10,appartement,1398.28,variable,culture,1,météo,0,0,très mauvaise expérience.,678.7900000000002,67.87900000000002,0.0,0.0,1,0.45,0.4113722222222222,0.4034,risque_moyen
1049,business,,lisbonne,automne,7,appartement,855.52,ensoleillé,gastronomie,2,météo,1,1,à éviter.,,,0.5,0.0,0,1.0,0.5109277777777776,0.3213,risque_eleve
1050,business,3826.71,dubaï,printemps,6,appartement,756.55,ensoleillé,plage,4,retard_vol,1,1,excellent séjour.,3070.16,511.6933333333333,0.0966618852459015,0.576904761904762,0,1.0,0.6816444444444444,0.3327,risque_eleve
1051,business,7061.79,tokyo,été,10,appartement,1056.36,nuageux,business,4,bagages,0,1,excellent séjour.,6005.43,600.543,0.5385052083333333,0.659936507936508,1,0.7,0.4004166666666666,0.5816,risque_moyen
1053,solo,2547.27,paris,printemps,21,hôtel,1173.0,pluie,,2,retard_vol,1,0,à éviter.,1374.27,65.44142857142857,0.0706160714285714,0.0,0,0.25,0.3504166666666666,0.2118,risque_eleve
1054,solo,7071.01,tokyo,hiver,3,villa,,variable,business,2,météo,1,1,à éviter.,,,0.5401059027777777,0.5,0,0.45,0.1438499999999999,0.3125,risque_eleve
1055,senior,,sydney,printemps,11,villa,1335.89,ensoleillé,culture,1,annulation,1,1,à éviter.,,,0.5,0.6359914529914528,1,1.0,0.51555,0.6163,risque_faible
1056,solo,,dubaï,été,4,villa,1148.97,pluie,plage,1,annulation,1,0,,,,0.5,0.0,0,0.25,0.5018666666666666,0.2302,risque_eleve
1057,solo,5386.42,tokyo,automne,15,hôtel,1168.88,ensoleillé,plage,4,météo,1,1,très bon rapport qualité-prix.,4217.54,281.1693333333333,0.247642361111111,0.5408677248677247,0,1.0,0.3977388888888888,0.4544,risque_moyen
1058,business,10997.07,new york,printemps,5,appartement,,ensoleillé,plage,1,bagages,0,1,je ne recommande pas.,,,1.0,0.5,0,1.0,0.3306888888888888,0.5297,risque_moyen
1059,couple,1068.84,tokyo,été,7,appartement,1000.67,nuageux,culture,1,météo,1,0,je ne recommande pas.,68.16999999999996,9.738571428571422,0.0,0.7188677248677249,1,0.7,0.4004166666666666,0.4414,risque_moyen
1060,famille,7848.52,new york,été,7,hôtel,923.48,ensoleillé,plage,3,annulation,1,1,séjour correct mais perfectible.,6925.040000000001,989.2914285714288,0.8218307692307691,0.5706143790849671,1,1.0,0.4609944444444444,0.6881,risque_faible
